analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
1192	GCST90200813	GCST90200813	Ornithine to glutamate ratio	Ornithine to glutamate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200813_GCST90200813.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200813/harmonised/GCST90200813.h.tsv.gz		GCST90200813_GCST90200813.filtered.tsv.gz	589c4f5304e00f74f79e40e10d670c606afd7a0ea9c825109c2377403c16feb5	sha256	720747	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.953994445726521	estimated_from_source_maf	sd	total	analysis_level	8202	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1193	GCST90200814	GCST90200814	Alpha-ketoglutarate to ornithine ratio	Alpha-ketoglutarate to ornithine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200814_GCST90200814.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200814/harmonised/GCST90200814.h.tsv.gz		GCST90200814_GCST90200814.filtered.tsv.gz	86c8a56a382c37af65319ef31d3c7d89e66fc945192e99618a2aaaadf0d6e89f	sha256	508116	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99674010294151	estimated_from_source_maf	sd	total	analysis_level	8273	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1194	GCST90200815	GCST90200815	3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio	3-hydroxyisobutyrate to adenosine 5'-diphosphate (ADP) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200815_GCST90200815.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200815/harmonised/GCST90200815.h.tsv.gz		GCST90200815_GCST90200815.filtered.tsv.gz	a14c04a49e84a76fc4887f504d3bb852c53235f62d8a5176875943a3876560fa	sha256	232197	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.994343714320349	estimated_from_source_maf	sd	total	analysis_level	4488	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1195	GCST90200816	GCST90200816	Alpha-ketoglutarate to aspartate ratio	Alpha-ketoglutarate to aspartate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200816_GCST90200816.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200816/harmonised/GCST90200816.h.tsv.gz		GCST90200816_GCST90200816.filtered.tsv.gz	a64c823398b1b55f5ab769abc102fd23735201e6bf3998e1298a7fd53d81750f	sha256	823739	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.956847455298327	estimated_from_source_maf	sd	total	analysis_level	8272	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1196	GCST90200817	GCST90200817	3-hydroxyisobutyrate to phosphate ratio	3-hydroxyisobutyrate to phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200817_GCST90200817.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200817/harmonised/GCST90200817.h.tsv.gz		GCST90200817_GCST90200817.filtered.tsv.gz	3e351521f2a1792999f00c276ec26b236f8bd28b2888a2232334322f76e874cc	sha256	232141	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.988303128415242	estimated_from_source_maf	sd	total	analysis_level	8170	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1197	GCST90200818	GCST90200818	Adenosine 5'-diphosphate (ADP) to glycerate ratio	Adenosine 5'-diphosphate (ADP) to glycerate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200818_GCST90200818.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200818/harmonised/GCST90200818.h.tsv.gz		GCST90200818_GCST90200818.filtered.tsv.gz	05b88e63f71e740f7bd7d49bd32b2fcbc55493ab08f42f67c1d1e38c323c684b	sha256	586887	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995586398879595	estimated_from_source_maf	sd	total	analysis_level	4544	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1198	GCST90200819	GCST90200819	3-phosphoglycerate to glycerate ratio	3-phosphoglycerate to glycerate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200819_GCST90200819.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200819/harmonised/GCST90200819.h.tsv.gz		GCST90200819_GCST90200819.filtered.tsv.gz	bf8a29f419fead3a09e1dcb58acfc2601861ef362b333b49142c66f7a2db85b0	sha256	232205	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.989318960368461	estimated_from_source_maf	sd	total	analysis_level	8101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1199	GCST90200820	GCST90200820	Adenosine 5'-diphosphate (ADP) to valine ratio	Adenosine 5'-diphosphate (ADP) to valine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200820_GCST90200820.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200820/harmonised/GCST90200820.h.tsv.gz		GCST90200820_GCST90200820.filtered.tsv.gz	0e2dd1ce5e072470e95b3bcd520a472039f559d0ef97f273cb37bf36e8ac6448	sha256	232705	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99150764178879	estimated_from_source_maf	sd	total	analysis_level	4608	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1200	GCST90200821	GCST90200821	Adenosine 5'-diphosphate (ADP) to glycine ratio	Adenosine 5'-diphosphate (ADP) to glycine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200821_GCST90200821.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200821/harmonised/GCST90200821.h.tsv.gz		GCST90200821_GCST90200821.filtered.tsv.gz	fc1ce8758fd47353de9032373182fbd461249ff9ae491b1ea6ae680182a34262	sha256	512390	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995853601723846	estimated_from_source_maf	sd	total	analysis_level	4577	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1201	GCST90200822	GCST90200822	Phosphate to valine ratio	Phosphate to valine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200822_GCST90200822.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200822/harmonised/GCST90200822.h.tsv.gz		GCST90200822_GCST90200822.filtered.tsv.gz	edfb71091be2761980f195312b36250ca0f7a78e1e4e259607125f36c7d7ca46	sha256	233277	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.935585280698204	estimated_from_source_maf	sd	total	analysis_level	8277	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1202	GCST90200823	GCST90200823	Adenosine 5'-diphosphate (ADP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio	Adenosine 5'-diphosphate (ADP) to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200823_GCST90200823.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200823/harmonised/GCST90200823.h.tsv.gz		GCST90200823_GCST90200823.filtered.tsv.gz	1b3e201710164a692891fe4057ccce44840e9c0872001e876ac94b5db2965803	sha256	232825	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99726953499814	estimated_from_source_maf	sd	total	analysis_level	4561	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1203	GCST90200824	GCST90200824	Adenosine 5'-diphosphate (ADP) to sulfate ratio	Adenosine 5'-diphosphate (ADP) to sulfate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200824_GCST90200824.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200824/harmonised/GCST90200824.h.tsv.gz		GCST90200824_GCST90200824.filtered.tsv.gz	3def38c65cdee743eb87b0a6ff907385546b7a38019f105129fd9bde25028431	sha256	232626	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.990788834322611	estimated_from_source_maf	sd	total	analysis_level	4570	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1204	GCST90200825	GCST90200825	Phosphate to sulfate ratio	Phosphate to sulfate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200825_GCST90200825.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200825/harmonised/GCST90200825.h.tsv.gz		GCST90200825_GCST90200825.filtered.tsv.gz	838d361ad1d6092897b998a9b3d3bdf56b65f255db8c030d0e4672ffd7540a97	sha256	787013	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.973076840454916	estimated_from_source_maf	sd	total	analysis_level	8211	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1205	GCST90200826	GCST90200826	Glycine to phosphate ratio	Glycine to phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200826_GCST90200826.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200826/harmonised/GCST90200826.h.tsv.gz		GCST90200826_GCST90200826.filtered.tsv.gz	14af542aff0cc35ea83b37bb9e966af6a23b1613f5db44943016c8f9b42883b2	sha256	1203675	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.993434560291129	estimated_from_source_maf	sd	total	analysis_level	8271	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1206	GCST90200827	GCST90200827	Phosphate to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio	Phosphate to N-palmitoyl-sphingosine (d18:1 to 16:0) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200827_GCST90200827.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200827/harmonised/GCST90200827.h.tsv.gz		GCST90200827_GCST90200827.filtered.tsv.gz	59ea18b7295a09d5fc260e1c3db21d77169ebc63facb760cc8960e2f7d88136c	sha256	232582	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00453512794682	estimated_from_source_maf	sd	total	analysis_level	8223	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1207	GCST90200828	GCST90200828	Cholate to bilirubin (Z,Z) ratio	Cholate to bilirubin (Z,Z) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200828_GCST90200828.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200828/harmonised/GCST90200828.h.tsv.gz		GCST90200828_GCST90200828.filtered.tsv.gz	76a9d8ed9140f9e69e4d78bc6404669803e0a76482ddad020166b84c2c1069ec	sha256	1052844	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00747242155951	estimated_from_source_maf	sd	total	analysis_level	7747	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1208	GCST90200829	GCST90200829	Bilirubin (Z,Z) to taurocholate ratio	Bilirubin (Z,Z) to taurocholate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200829_GCST90200829.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200829/harmonised/GCST90200829.h.tsv.gz		GCST90200829_GCST90200829.filtered.tsv.gz	ff3ec3dd903586b517c9789e52750198c470c065754d0a099a4764a05e27194c	sha256	894521	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.990897931232547	estimated_from_source_maf	sd	total	analysis_level	7620	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1209	GCST90200830	GCST90200830	Cholate to adenosine 3',5'-cyclic monophosphate (cAMP) ratio	Cholate to adenosine 3',5'-cyclic monophosphate (cAMP) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200830_GCST90200830.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200830/harmonised/GCST90200830.h.tsv.gz		GCST90200830_GCST90200830.filtered.tsv.gz	9d92fbf5c4fd108178ac2e95230865db754a6c052f841d94f45900291934a60d	sha256	232552	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00913312597049	estimated_from_source_maf	sd	total	analysis_level	6359	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1210	GCST90200831	GCST90200831	Cholate to phosphate ratio	Cholate to phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200831_GCST90200831.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200831/harmonised/GCST90200831.h.tsv.gz		GCST90200831_GCST90200831.filtered.tsv.gz	fe6e9c470ad07d551e63247da6a7f472eaef3b36d4fc0fd6dffe5b8aeb8e1dc5	sha256	697823	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.002231778256	estimated_from_source_maf	sd	total	analysis_level	7742	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1211	GCST90200832	GCST90200832	Adenosine 5'-diphosphate (ADP) to citrate ratio	Adenosine 5'-diphosphate (ADP) to citrate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200832_GCST90200832.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200832/harmonised/GCST90200832.h.tsv.gz		GCST90200832_GCST90200832.filtered.tsv.gz	0ccd69e0817c02abe5f8a59100bd27c16c25112f4ea6b171b006ce6687b355a7	sha256	232677	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.994575510973012	estimated_from_source_maf	sd	total	analysis_level	4567	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1212	GCST90200833	GCST90200833	Cholate to adenosine 5'-monophosphate (AMP) ratio	Cholate to adenosine 5'-monophosphate (AMP) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200833_GCST90200833.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200833/harmonised/GCST90200833.h.tsv.gz		GCST90200833_GCST90200833.filtered.tsv.gz	d0ad38c37f8523db656844b1d65a25565668a2f2de0d66f53d67f5180e275256	sha256	232259	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00217133521806	estimated_from_source_maf	sd	total	analysis_level	7769	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1213	GCST90200834	GCST90200834	Adenosine 5'-diphosphate (ADP) to glycerol 3-phosphate ratio	Adenosine 5'-diphosphate (ADP) to glycerol 3-phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200834_GCST90200834.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200834/harmonised/GCST90200834.h.tsv.gz		GCST90200834_GCST90200834.filtered.tsv.gz	6f90f5e7cc84a3008da7600dec44134af137415b78ff110d00602aaeca4c29d1	sha256	232722	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995226978055912	estimated_from_source_maf	sd	total	analysis_level	4588	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1214	GCST90200835	GCST90200835	Adenosine 5'-diphosphate (ADP) to glycerol ratio	Adenosine 5'-diphosphate (ADP) to glycerol ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200835_GCST90200835.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200835/harmonised/GCST90200835.h.tsv.gz		GCST90200835_GCST90200835.filtered.tsv.gz	0805df6a411133c74982a323ad951fa1052837f0a328213d58eadcc9a351b11a	sha256	233109	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.970469371740697	estimated_from_source_maf	sd	total	analysis_level	4575	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1215	GCST90200836	GCST90200836	Glycerol to glycerol 3-phosphate ratio	Glycerol to glycerol 3-phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200836_GCST90200836.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200836/harmonised/GCST90200836.h.tsv.gz		GCST90200836_GCST90200836.filtered.tsv.gz	e80e93bfe75ae785529a461e27889f51f67bfe1a5c08ac800ca5e36386342b85	sha256	540513	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.891090198515269	estimated_from_source_maf	sd	total	analysis_level	8188	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1216	GCST90200837	GCST90200837	Adenosine 5'-diphosphate (ADP) to glutamate ratio	Adenosine 5'-diphosphate (ADP) to glutamate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200837_GCST90200837.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200837/harmonised/GCST90200837.h.tsv.gz		GCST90200837_GCST90200837.filtered.tsv.gz	9f5571925cbc312032bedbcb9659a233b33bbd50d30ea7c0d783e57825dcdabc	sha256	233342	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.961511646945361	estimated_from_source_maf	sd	total	analysis_level	4556	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
