analysis_id	source_analysis_id	status	skip_reason	af_source	ancestry_reference_id	original_sd	original_sd_method	n_variants_considered	n_variants_overlapping	n_variants_excluded_ambiguous	n_variants_excluded_mismatch	n_variants_excluded_missing_af	n_variants_excluded_maf	n_variants_retained	maf_min	maf_max	implied_sd_median	sd_dispersion	estimator_version	sd_notes
GCST90019017	GCST90019017	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90019040	GCST90019040	passed		source		0.555997	estimated_from_source_maf	6363591						20000	0.01	0.5	0.555997	0.00541003	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019041	GCST90019041	passed		source		1.05384	estimated_from_source_maf	8984921						20000	0.01	0.5	1.05384	0.0365762	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019042	GCST90019042	passed		source		0.998907	estimated_from_source_maf	8984921						20000	0.01	0.5	0.998907	0.0347202	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019043	GCST90019043	passed		source		1.04499	estimated_from_source_maf	8974921						20000	0.01	0.5	1.04499	0.0367153	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019044	GCST90019044	passed		source		1.02847	estimated_from_source_maf	8984921						20000	0.01	0.5	1.02847	0.0357172	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019045	GCST90019045	passed		source		1.05028	estimated_from_source_maf	8984921						20000	0.01	0.5	1.05028	0.0365808	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019046	GCST90019046	passed		source		1.03525	estimated_from_source_maf	8984921						20000	0.01	0.5	1.03525	0.0360435	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90019492	GCST90019492	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019493	GCST90019493	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019494	GCST90019494	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019495	GCST90019495	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019496	GCST90019496	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019497	GCST90019497	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019498	GCST90019498	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019499	GCST90019499	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019500	GCST90019500	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019501	GCST90019501	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019502	GCST90019502	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019503	GCST90019503	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019504	GCST90019504	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019505	GCST90019505	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019506	GCST90019506	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019507	GCST90019507	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019508	GCST90019508	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019509	GCST90019509	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019510	GCST90019510	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019511	GCST90019511	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019512	GCST90019512	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019513	GCST90019513	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019514	GCST90019514	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019515	GCST90019515	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019516	GCST90019516	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019517	GCST90019517	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019518	GCST90019518	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019519	GCST90019519	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019520	GCST90019520	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019521	GCST90019521	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019522	GCST90019522	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019523	GCST90019523	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019524	GCST90019524	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019525	GCST90019525	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90019526	GCST90019526	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020024	GCST90020024	passed		source		0.946934	estimated_from_source_maf	9188527						20000	0.01	0.5	0.946934	0.00324202	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020025	GCST90020025	passed		source		0.937261	estimated_from_source_maf	9188527						20000	0.01	0.5	0.937261	0.00366842	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020026	GCST90020026	passed		source		0.972727	estimated_from_source_maf	9188527						20000	0.01	0.5	0.972727	0.00306979	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020027	GCST90020027	passed		source		0.9377	estimated_from_source_maf	9188527						20000	0.01	0.5	0.9377	0.00372859	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020028	GCST90020028	passed		source		0.936044	estimated_from_source_maf	9188527						20000	0.01	0.5	0.936044	0.00366951	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020029	GCST90020029	passed		source		0.945293	estimated_from_source_maf	9188527						20000	0.01	0.5	0.945293	0.00350246	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020034	GCST90020034	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020035	GCST90020035	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020053	GCST90020053	passed		source		0.982283	estimated_from_source_maf	7662651						20000	0.01	0.5	0.982283	0.00656841	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90020070	GCST90020070	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90020071	GCST90020071	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90020072	GCST90020072	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90020091	GCST90020091	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90020092	GCST90020092	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90020165	GCST90020165	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020166	GCST90020166	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020167	GCST90020167	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020168	GCST90020168	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020190	GCST90020190	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020191	GCST90020191	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020192	GCST90020192	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020193	GCST90020193	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020194	GCST90020194	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020195	GCST90020195	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020196	GCST90020196	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90020197	GCST90020197	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90025945	GCST90025945	passed		source		0.98671	estimated_from_source_maf	4233929						20000	0.01	0.5	0.98671	0.0728715	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025946	GCST90025946	passed		source		1.01663	estimated_from_source_maf	4233850						20000	0.01	0.5	1.01663	0.0748877	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025947	GCST90025947	passed		source		0.96733	estimated_from_source_maf	4233845						20000	0.01	0.5	0.96733	0.0713057	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025948	GCST90025948	passed		source		1.04652	estimated_from_source_maf	4220644						20000	0.01	0.5	1.04652	0.0762082	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025949	GCST90025949	passed		source		0.819225	estimated_from_source_maf	4240619						20000	0.01	0.5	0.819225	0.0597692	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025950	GCST90025950	passed		source		1.00447	estimated_from_source_maf	4236211						20000	0.01	0.5	1.00447	0.0739419	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025951	GCST90025951	passed		source		0.954636	estimated_from_source_maf	4236535						20000	0.01	0.5	0.954636	0.0704663	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025952	GCST90025952	passed		source		1.0319	estimated_from_source_maf	4233253						20000	0.01	0.5	1.0319	0.0758861	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025953	GCST90025953	passed		source		1.04952	estimated_from_source_maf	4233893						20000	0.01	0.5	1.04952	0.0770669	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025954	GCST90025954	passed		source		1.05112	estimated_from_source_maf	4233713						20000	0.01	0.5	1.05112	0.0773122	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025955	GCST90025955	passed		source		0.996944	estimated_from_source_maf	4219946						20000	0.01	0.5	0.996944	0.0725987	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025956	GCST90025956	passed		source		0.963806	estimated_from_source_maf	4220765						20000	0.01	0.5	0.963806	0.0700565	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025957	GCST90025957	passed		source		1.00869	estimated_from_source_maf	4233840						20000	0.01	0.5	1.00869	0.074382	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025958	GCST90025958	passed		source		0.974471	estimated_from_source_maf	4219202						20000	0.01	0.5	0.974471	0.0709354	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025959	GCST90025959	passed		source		1.01818	estimated_from_source_maf	4233569						20000	0.01	0.5	1.01818	0.0750048	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025960	GCST90025960	passed		source		0.901405	estimated_from_source_maf	4236715						20000	0.01	0.5	0.901405	0.0660575	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025962	GCST90025962	passed		source		0.960314	estimated_from_source_maf	4234846						20000	0.01	0.5	0.960314	0.0706721	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025963	GCST90025963	passed		source		0.949476	estimated_from_source_maf	4235616						20000	0.01	0.5	0.949476	0.0698359	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025964	GCST90025964	passed		source		0.984282	estimated_from_source_maf	4236703						20000	0.01	0.5	0.984282	0.0724404	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025965	GCST90025965	passed		source		0.994433	estimated_from_source_maf	4233750						20000	0.01	0.5	0.994433	0.0735766	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025966	GCST90025966	passed		source		1.00402	estimated_from_source_maf	4233824						20000	0.01	0.5	1.00402	0.0741754	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025967	GCST90025967	passed		source		1.05641	estimated_from_source_maf	4227075						20000	0.01	0.5	1.05641	0.0778263	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025968	GCST90025968	passed		source		1.02757	estimated_from_source_maf	4230308						20000	0.01	0.5	1.02757	0.0753114	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025969	GCST90025969	passed		source		1.0197	estimated_from_source_maf	4236668						20000	0.01	0.5	1.0197	0.0750647	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025970	GCST90025970	passed		source		1.00256	estimated_from_source_maf	4233361						20000	0.01	0.5	1.00256	0.0739675	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025971	GCST90025971	passed		source		1.0314	estimated_from_source_maf	4233462						20000	0.01	0.5	1.0314	0.0758885	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025972	GCST90025972	passed		source		1.00829	estimated_from_source_maf	4233256						20000	0.01	0.5	1.00829	0.0742061	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025973	GCST90025973	passed		source		0.924292	estimated_from_source_maf	4233257						20000	0.01	0.5	0.924292	0.068895	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025974	GCST90025974	passed		source		0.999043	estimated_from_source_maf	4233398						20000	0.01	0.5	0.999043	0.0735349	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025975	GCST90025975	passed		source		0.99573	estimated_from_source_maf	4233103						20000	0.01	0.5	0.99573	0.0734827	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025976	GCST90025976	passed		source		0.963766	estimated_from_source_maf	4233278						20000	0.01	0.5	0.963766	0.0711424	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025977	GCST90025977	passed		source		1.0319	estimated_from_source_maf	4236259						20000	0.01	0.5	1.0319	0.0756496	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025978	GCST90025978	passed		source		1.00066	estimated_from_source_maf	4208829						20000	0.01	0.5	1.00066	0.073162	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025979	GCST90025979	passed		source		1.05093	estimated_from_source_maf	4233806						20000	0.01	0.5	1.05093	0.0773417	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025980	GCST90025980	passed		source		1.04516	estimated_from_source_maf	4233366						20000	0.01	0.5	1.04516	0.0769812	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025981	GCST90025981	passed		source		1.02559	estimated_from_source_maf	4230308						20000	0.01	0.5	1.02559	0.0752485	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025982	GCST90025982	passed		source		0.961283	estimated_from_source_maf	4235522						20000	0.01	0.5	0.961283	0.0712692	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025983	GCST90025983	passed		source		0.983787	estimated_from_source_maf	4207908						20000	0.01	0.5	0.983787	0.073355	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025984	GCST90025984	passed		source		1.01755	estimated_from_source_maf	4236315						20000	0.01	0.5	1.01755	0.0747858	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025985	GCST90025985	passed		source		1.01853	estimated_from_source_maf	4236470						20000	0.01	0.5	1.01853	0.0747996	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025986	GCST90025986	passed		source		1.06303	estimated_from_source_maf	4220729						20000	0.01	0.5	1.06303	0.0774573	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025987	GCST90025987	passed		source		1.021	estimated_from_source_maf	4234903						20000	0.01	0.5	1.021	0.0750714	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025988	GCST90025988	passed		source		1.00863	estimated_from_source_maf	4234984						20000	0.01	0.5	1.00863	0.0743308	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025989	GCST90025989	passed		source		1.0037	estimated_from_source_maf	4233199						20000	0.01	0.5	1.0037	0.0740464	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025990	GCST90025990	passed		source		1.04738	estimated_from_source_maf	4220781						20000	0.01	0.5	1.04738	0.0761737	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025991	GCST90025991	passed		source		1.06063	estimated_from_source_maf	4233824						20000	0.01	0.5	1.06063	0.0781692	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025992	GCST90025992	passed		source		1.04654	estimated_from_source_maf	4220872						20000	0.01	0.5	1.04654	0.0759941	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025993	GCST90025993	passed		source		0.964766	estimated_from_source_maf	4201262						20000	0.01	0.5	0.964766	0.071693	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025994	GCST90025994	passed		source		1.0037	estimated_from_source_maf	4240512						20000	0.01	0.5	1.0037	0.0739657	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025995	GCST90025995	passed		source		1.0329	estimated_from_source_maf	4220656						20000	0.01	0.5	1.0329	0.0750923	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025996	GCST90025996	passed		source		1.04158	estimated_from_source_maf	4240730						20000	0.01	0.5	1.04158	0.0766745	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025997	GCST90025997	passed		source		1.00161	estimated_from_source_maf	4234735						20000	0.01	0.5	1.00161	0.0733563	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90025998	GCST90025998	passed		source		0.995064	estimated_from_source_maf	4208829						20000	0.01	0.5	0.995064	0.0726135	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026372	GCST90026372	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90026392	GCST90026392	passed		source		0.969286	estimated_from_source_maf	5266949						20000	0.01	0.5	0.969286	0.0111824	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026393	GCST90026393	passed		source		1.018	estimated_from_source_maf	5270356						20000	0.01	0.5	1.018	0.0113432	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026394	GCST90026394	passed		source		0.942689	estimated_from_source_maf	5266949						20000	0.01	0.5	0.942689	0.010898	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026395	GCST90026395	passed		source		0.905386	estimated_from_source_maf	5270355						20000	0.01	0.5	0.905386	0.0102875	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026396	GCST90026396	passed		source		0.974659	estimated_from_source_maf	5266949						20000	0.01	0.5	0.974659	0.0111937	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026397	GCST90026397	passed		source		0.941744	estimated_from_source_maf	5270355						20000	0.01	0.5	0.941744	0.0104496	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026398	GCST90026398	passed		source		1.03156	estimated_from_source_maf	5266949						20000	0.01	0.5	1.03156	0.0119349	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026399	GCST90026399	passed		source		1.0004	estimated_from_source_maf	5270355						20000	0.01	0.5	1.0004	0.0112256	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026400	GCST90026400	passed		source		1.01547	estimated_from_source_maf	5270355						20000	0.01	0.5	1.01547	0.0116227	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026401	GCST90026401	passed		source		0.916826	estimated_from_source_maf	5270355						20000	0.01	0.5	0.916826	0.010649	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026402	GCST90026402	passed		source		0.926306	estimated_from_source_maf	5270355						20000	0.01	0.5	0.926306	0.0103756	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026403	GCST90026403	passed		source		1.06009	estimated_from_source_maf	5270355						20000	0.01	0.5	1.06009	0.0122388	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026404	GCST90026404	passed		source		1.02755	estimated_from_source_maf	5270355						20000	0.01	0.5	1.02755	0.0121863	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026405	GCST90026405	passed		source		0.964921	estimated_from_source_maf	5270355						20000	0.01	0.5	0.964921	0.0107867	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
