analysis_id	source_analysis_id	status	skip_reason	af_source	ancestry_reference_id	original_sd	original_sd_method	n_variants_considered	n_variants_overlapping	n_variants_excluded_ambiguous	n_variants_excluded_mismatch	n_variants_excluded_missing_af	n_variants_excluded_maf	n_variants_retained	maf_min	maf_max	implied_sd_median	sd_dispersion	estimator_version	sd_notes
GCST90558096	GCST90558096	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558097	GCST90558097	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558098	GCST90558098	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558099	GCST90558099	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558100	GCST90558100	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558101	GCST90558101	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558258	GCST90558258	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558311	GCST90558311	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558312	GCST90558312	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558313	GCST90558313	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90558314	GCST90558314	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90559107	GCST90559107	passed		source		0.805756	estimated_from_source_maf	15924						15924	0.01	0.5	0.805756	0.00231241	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559108	GCST90559108	passed		source		0.916156	estimated_from_source_maf	14800						14800	0.01	0.5	0.916156	0.00273706	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559109	GCST90559109	passed		source		0.891084	estimated_from_source_maf	15228						15228	0.01	0.5	0.891084	0.00263124	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559110	GCST90559110	passed		source		0.781027	estimated_from_source_maf	15924						15924	0.01	0.5	0.781027	0.00234644	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559111	GCST90559111	passed		source		0.754194	estimated_from_source_maf	17142						17142	0.01	0.5	0.754194	0.00225558	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559112	GCST90559112	passed		source		0.753427	estimated_from_source_maf	17092						17092	0.01	0.5	0.753427	0.00224703	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559113	GCST90559113	passed		source		0.686327	estimated_from_source_maf	16928						16928	0.01	0.5	0.686327	0.00200287	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559114	GCST90559114	passed		source		0.713498	estimated_from_source_maf	17525						17525	0.01	0.5	0.713498	0.00209309	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559115	GCST90559115	passed		source		0.665349	estimated_from_source_maf	17117						17117	0.01	0.5	0.665349	0.00197885	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559116	GCST90559116	passed		source		0.656076	estimated_from_source_maf	17287						17287	0.01	0.5	0.656076	0.00191815	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559117	GCST90559117	passed		source		0.677043	estimated_from_source_maf	17185						17185	0.01	0.5	0.677043	0.00198336	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559118	GCST90559118	passed		source		0.681093	estimated_from_source_maf	18042						18042	0.01	0.5	0.681093	0.00193743	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559119	GCST90559119	passed		source		0.745241	estimated_from_source_maf	15116						15116	0.01	0.5	0.745241	0.00227076	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559120	GCST90559120	passed		source		0.717087	estimated_from_source_maf	15741						15741	0.01	0.5	0.717087	0.00213088	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559121	GCST90559121	passed		source		0.73646	estimated_from_source_maf	15093						15093	0.01	0.5	0.73646	0.00222775	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559122	GCST90559122	passed		source		0.743427	estimated_from_source_maf	15648						15648	0.01	0.5	0.743427	0.00223059	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559123	GCST90559123	passed		source		0.969929	estimated_from_source_maf	14928						14928	0.01	0.5	0.969929	0.00283107	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559124	GCST90559124	passed		source		0.892713	estimated_from_source_maf	15931						15931	0.01	0.5	0.892713	0.00253933	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559125	GCST90559125	passed		source		0.976699	estimated_from_source_maf	14799						14799	0.01	0.5	0.976699	0.00277466	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559126	GCST90559126	passed		source		0.988818	estimated_from_source_maf	14121						14121	0.01	0.5	0.988818	0.00293204	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559127	GCST90559127	passed		source		0.954733	estimated_from_source_maf	14373						14373	0.01	0.5	0.954733	0.00288657	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559128	GCST90559128	passed		source		0.980818	estimated_from_source_maf	15116						15116	0.01	0.5	0.980818	0.00290159	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559129	GCST90559129	passed		source		0.931074	estimated_from_source_maf	15742						15742	0.01	0.5	0.931074	0.00265196	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559130	GCST90559130	passed		source		0.957896	estimated_from_source_maf	15659						15659	0.01	0.5	0.957896	0.00272039	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559131	GCST90559131	passed		source		0.963329	estimated_from_source_maf	16337						16337	0.01	0.5	0.963329	0.002709	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559132	GCST90559132	passed		source		0.988431	estimated_from_source_maf	13525						13525	0.01	0.5	0.988431	0.00290335	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559133	GCST90559133	passed		source		0.965695	estimated_from_source_maf	14927						14927	0.01	0.5	0.965695	0.00286917	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559134	GCST90559134	passed		source		0.961103	estimated_from_source_maf	13770						13770	0.01	0.5	0.961103	0.00292262	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559135	GCST90559135	passed		source		0.94383	estimated_from_source_maf	16353						16353	0.01	0.5	0.94383	0.00271733	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559136	GCST90559136	passed		source		0.956381	estimated_from_source_maf	15698						15698	0.01	0.5	0.956381	0.00268806	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559137	GCST90559137	passed		source		0.97853	estimated_from_source_maf	15709						15709	0.01	0.5	0.97853	0.00279054	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559138	GCST90559138	passed		source		0.978349	estimated_from_source_maf	15979						15979	0.01	0.5	0.978349	0.00277157	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559139	GCST90559139	passed		source		0.968033	estimated_from_source_maf	14261						14261	0.01	0.5	0.968033	0.00289387	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559140	GCST90559140	passed		source		0.944025	estimated_from_source_maf	13708						13708	0.01	0.5	0.944025	0.0028886	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559141	GCST90559141	passed		source		0.921909	estimated_from_source_maf	15369						15369	0.01	0.5	0.921909	0.00268622	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559142	GCST90559142	passed		source		0.920964	estimated_from_source_maf	14918						14918	0.01	0.5	0.920964	0.00268908	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559143	GCST90559143	passed		source		0.954283	estimated_from_source_maf	15468						15468	0.01	0.5	0.954283	0.0027514	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559144	GCST90559144	passed		source		0.979981	estimated_from_source_maf	15381						15381	0.01	0.5	0.979981	0.00290278	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559145	GCST90559145	passed		source		0.942915	estimated_from_source_maf	14852						14852	0.01	0.5	0.942915	0.0028151	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559146	GCST90559146	passed		source		0.940621	estimated_from_source_maf	14565						14565	0.01	0.5	0.940621	0.00279222	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559147	GCST90559147	passed		source		0.936304	estimated_from_source_maf	15625						15625	0.01	0.5	0.936304	0.00273316	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559148	GCST90559148	passed		source		0.952084	estimated_from_source_maf	15305						15305	0.01	0.5	0.952084	0.00281091	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559149	GCST90559149	passed		source		0.946352	estimated_from_source_maf	14839						14839	0.01	0.5	0.946352	0.0028505	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559150	GCST90559150	passed		source		0.944703	estimated_from_source_maf	14817						14817	0.01	0.5	0.944703	0.00275345	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559151	GCST90559151	passed		source		0.953924	estimated_from_source_maf	14431						14431	0.01	0.5	0.953924	0.00280651	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559152	GCST90559152	passed		source		0.942235	estimated_from_source_maf	15331						15331	0.01	0.5	0.942235	0.00273077	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559153	GCST90559153	passed		source		0.952586	estimated_from_source_maf	16144						16144	0.01	0.5	0.952586	0.00276557	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559154	GCST90559154	passed		source		0.965592	estimated_from_source_maf	15023						15023	0.01	0.5	0.965592	0.00286215	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559155	GCST90559155	passed		source		0.804562	estimated_from_source_maf	123822						20000	0.01	0.5	0.804562	0.000436311	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559156	GCST90559156	passed		source		0.915163	estimated_from_source_maf	123418						20000	0.01	0.5	0.915163	0.000488517	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559157	GCST90559157	passed		source		0.889593	estimated_from_source_maf	123504						20000	0.01	0.5	0.889593	0.000496869	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559158	GCST90559158	passed		source		0.780586	estimated_from_source_maf	122825						20000	0.01	0.5	0.780586	0.000508603	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559159	GCST90559159	passed		source		0.753466	estimated_from_source_maf	124293						20000	0.01	0.5	0.753466	0.000471323	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559160	GCST90559160	passed		source		0.752231	estimated_from_source_maf	124064						20000	0.01	0.5	0.752231	0.000436131	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559161	GCST90559161	passed		source		0.684941	estimated_from_source_maf	124656						20000	0.01	0.5	0.684941	0.000385393	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559162	GCST90559162	passed		source		0.712661	estimated_from_source_maf	125121						20000	0.01	0.5	0.712661	0.000481025	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559163	GCST90559163	passed		source		0.664477	estimated_from_source_maf	125261						20000	0.01	0.5	0.664477	0.000397008	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559164	GCST90559164	passed		source		0.65533	estimated_from_source_maf	125176						20000	0.01	0.5	0.65533	0.000420315	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559165	GCST90559165	passed		source		0.675615	estimated_from_source_maf	125309						20000	0.01	0.5	0.675615	0.000528129	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559166	GCST90559166	passed		source		0.680415	estimated_from_source_maf	125391						20000	0.01	0.5	0.680415	0.000490915	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559167	GCST90559167	passed		source		0.74391	estimated_from_source_maf	123230						20000	0.01	0.5	0.74391	0.000352157	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559168	GCST90559168	passed		source		0.7157	estimated_from_source_maf	123129						20000	0.01	0.5	0.7157	0.000464522	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559169	GCST90559169	passed		source		0.735021	estimated_from_source_maf	123325						20000	0.01	0.5	0.735021	0.000411658	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559170	GCST90559170	passed		source		0.741765	estimated_from_source_maf	122838						20000	0.01	0.5	0.741765	0.00035471	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559171	GCST90559171	passed		source		0.96808	estimated_from_source_maf	123205						20000	0.01	0.5	0.96808	0.000631708	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559172	GCST90559172	passed		source		0.891064	estimated_from_source_maf	124186						20000	0.01	0.5	0.891064	0.000441472	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559173	GCST90559173	passed		source		0.97491	estimated_from_source_maf	123219						20000	0.01	0.5	0.97491	0.000488776	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559174	GCST90559174	passed		source		0.986571	estimated_from_source_maf	121158						20000	0.01	0.5	0.986571	0.000629884	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559175	GCST90559175	passed		source		0.953287	estimated_from_source_maf	122299						20000	0.01	0.5	0.953287	0.000522642	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559176	GCST90559176	passed		source		0.978619	estimated_from_source_maf	122729						20000	0.01	0.5	0.978619	0.000535871	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559177	GCST90559177	passed		source		0.930134	estimated_from_source_maf	123318						20000	0.01	0.5	0.930134	0.000415833	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559178	GCST90559178	passed		source		0.9574	estimated_from_source_maf	123329						20000	0.01	0.5	0.9574	0.000494665	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559179	GCST90559179	passed		source		0.962002	estimated_from_source_maf	124538						20000	0.01	0.5	0.962002	0.000537918	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559180	GCST90559180	passed		source		0.98608	estimated_from_source_maf	122090						20000	0.01	0.5	0.98608	0.000488096	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559181	GCST90559181	passed		source		0.962759	estimated_from_source_maf	122321						20000	0.01	0.5	0.962759	0.0004821	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559182	GCST90559182	passed		source		0.959491	estimated_from_source_maf	122470						20000	0.01	0.5	0.959491	0.00038854	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559183	GCST90559183	passed		source		0.94269	estimated_from_source_maf	124903						20000	0.01	0.5	0.94269	0.000630596	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559184	GCST90559184	passed		source		0.954683	estimated_from_source_maf	124815						20000	0.01	0.5	0.954683	0.000661876	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559185	GCST90559185	passed		source		0.976537	estimated_from_source_maf	124191						20000	0.01	0.5	0.976537	0.000578434	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559186	GCST90559186	passed		source		0.976438	estimated_from_source_maf	123699						20000	0.01	0.5	0.976438	0.00054753	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559187	GCST90559187	passed		source		0.965694	estimated_from_source_maf	123079						20000	0.01	0.5	0.965694	0.00054006	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559188	GCST90559188	passed		source		0.94289	estimated_from_source_maf	122569						20000	0.01	0.5	0.94289	0.000509067	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559189	GCST90559189	passed		source		0.919762	estimated_from_source_maf	123232						20000	0.01	0.5	0.919762	0.000473636	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559190	GCST90559190	passed		source		0.918438	estimated_from_source_maf	122874						20000	0.01	0.5	0.918438	0.000514962	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559191	GCST90559191	passed		source		0.953463	estimated_from_source_maf	122316						20000	0.01	0.5	0.953463	0.00051438	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559192	GCST90559192	passed		source		0.976931	estimated_from_source_maf	123576						20000	0.01	0.5	0.976931	0.000555754	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559193	GCST90559193	passed		source		0.941591	estimated_from_source_maf	123603						20000	0.01	0.5	0.941591	0.000579962	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559194	GCST90559194	passed		source		0.939046	estimated_from_source_maf	123111						20000	0.01	0.5	0.939046	0.000546557	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559195	GCST90559195	passed		source		0.934887	estimated_from_source_maf	123143						20000	0.01	0.5	0.934887	0.000576239	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559196	GCST90559196	passed		source		0.948348	estimated_from_source_maf	123222						20000	0.01	0.5	0.948348	0.000624836	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559197	GCST90559197	passed		source		0.943717	estimated_from_source_maf	123208						20000	0.01	0.5	0.943717	0.000550583	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559198	GCST90559198	passed		source		0.941995	estimated_from_source_maf	123377						20000	0.01	0.5	0.941995	0.000654757	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559199	GCST90559199	passed		source		0.951319	estimated_from_source_maf	124252						20000	0.01	0.5	0.951319	0.000591915	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559200	GCST90559200	passed		source		0.940915	estimated_from_source_maf	123724						20000	0.01	0.5	0.940915	0.00053486	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559201	GCST90559201	passed		source		0.950839	estimated_from_source_maf	124893						20000	0.01	0.5	0.950839	0.000572602	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559202	GCST90559202	passed		source		0.963239	estimated_from_source_maf	123537						20000	0.01	0.5	0.963239	0.000613007	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559203	GCST90559203	passed		source		0.623952	estimated_from_source_maf	126589						20000	0.01	0.5	0.623952	0.000530403	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559204	GCST90559204	passed		source		0.905684	estimated_from_source_maf	126063						20000	0.01	0.5	0.905684	0.000735649	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559205	GCST90559205	passed		source		0.902878	estimated_from_source_maf	125459						20000	0.01	0.5	0.902878	0.000615334	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559206	GCST90559206	passed		source		1.00157	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00157	0.00144856	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559207	GCST90559207	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.0014497	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559208	GCST90559208	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144792	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559209	GCST90559209	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144928	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559210	GCST90559210	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144846	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559211	GCST90559211	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145091	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559212	GCST90559212	passed		source		1.00159	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00159	0.0014519	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559213	GCST90559213	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144872	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559214	GCST90559214	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145001	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559215	GCST90559215	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145117	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559216	GCST90559216	passed		source		1.00159	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00159	0.00145048	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559217	GCST90559217	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145051	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559218	GCST90559218	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144909	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559219	GCST90559219	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145068	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559220	GCST90559220	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144953	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559221	GCST90559221	passed		source		1.00159	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00159	0.00145204	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559222	GCST90559222	passed		source		1.00159	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00159	0.00144866	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559223	GCST90559223	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145112	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559224	GCST90559224	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145036	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559225	GCST90559225	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145139	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559226	GCST90559226	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00145057	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559227	GCST90559227	passed		source		1.00158	estimated_from_source_maf	8080104						20000	0.01	0.5	1.00158	0.00144772	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559243	GCST90559243	passed		source		1.33363	estimated_from_source_maf	58489161						20000	0.01	0.5	1.33363	0.26167	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559244	GCST90559244	passed		source		1.32763	estimated_from_source_maf	58489161						20000	0.01	0.5	1.32763	0.260356	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559245	GCST90559245	passed		source		1.33504	estimated_from_source_maf	58489161						20000	0.01	0.5	1.33504	0.261722	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559246	GCST90559246	passed		source		1.32819	estimated_from_source_maf	58489161						20000	0.01	0.5	1.32819	0.260408	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559247	GCST90559247	passed		source		1.32076	estimated_from_source_maf	58489161						20000	0.01	0.5	1.32076	0.258738	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559248	GCST90559248	passed		source		1.31384	estimated_from_source_maf	58489161						20000	0.01	0.5	1.31384	0.257639	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559249	GCST90559249	passed		source		1.32943	estimated_from_source_maf	58489161						20000	0.01	0.5	1.32943	0.260583	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559250	GCST90559250	passed		source		1.33149	estimated_from_source_maf	58489161						20000	0.01	0.5	1.33149	0.26116	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90559251	GCST90559251	passed		source		1.33229	estimated_from_source_maf	58489161						20000	0.01	0.5	1.33229	0.261293	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
