analysis_id	source_analysis_id	study_design	category	reason	detail	resolver_status	exclude_from_build
GCST90399891	GCST90399891	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399892	GCST90399892	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399893	GCST90399893	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399894	GCST90399894	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399895	GCST90399895	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399896	GCST90399896	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399897	GCST90399897	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399898	GCST90399898	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399899	GCST90399899	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399900	GCST90399900	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399901	GCST90399901	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399902	GCST90399902	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399903	GCST90399903	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399904	GCST90399904	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399905	GCST90399905	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399906	GCST90399906	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399907	GCST90399907	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399908	GCST90399908	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399909	GCST90399909	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399910	GCST90399910	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399911	GCST90399911	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90421022	GCST90421022	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421023	GCST90421023	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421024	GCST90421024	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421025	GCST90421025	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9966813472358118	success	true
GCST90421026	GCST90421026	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421027	GCST90421027	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421028	GCST90421028	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421029	GCST90421029	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421030	GCST90421030	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421031	GCST90421031	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90421032	GCST90421032	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428068	GCST90428068	case-control	metadata	missing_case_control_counts	n_cases=71 n_controls=0	success	true
GCST90428069	GCST90428069	case-control	metadata	missing_case_control_counts	n_cases=67 n_controls=0	success	true
GCST90428399	GCST90428399	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428400	GCST90428400	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428401	GCST90428401	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428402	GCST90428402	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428403	GCST90428403	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428404	GCST90428404	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428405	GCST90428405	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428406	GCST90428406	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428407	GCST90428407	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428408	GCST90428408	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428409	GCST90428409	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428410	GCST90428410	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428411	GCST90428411	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428412	GCST90428412	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428413	GCST90428413	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428414	GCST90428414	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428415	GCST90428415	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428416	GCST90428416	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428417	GCST90428417	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428418	GCST90428418	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428419	GCST90428419	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428420	GCST90428420	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428421	GCST90428421	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428422	GCST90428422	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428423	GCST90428423	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428424	GCST90428424	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428425	GCST90428425	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428426	GCST90428426	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428427	GCST90428427	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428428	GCST90428428	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428430	GCST90428430	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428431	GCST90428431	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428432	GCST90428432	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428433	GCST90428433	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428434	GCST90428434	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428435	GCST90428435	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428436	GCST90428436	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428437	GCST90428437	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428438	GCST90428438	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428462	GCST90428462	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428463	GCST90428463	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90428625	GCST90428625	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90435377	GCST90435377	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90435378	GCST90435378	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90435503	GCST90435503	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90435504	GCST90435504	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90435505	GCST90435505	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90435506	GCST90435506	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90435507	GCST90435507	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90435508	GCST90435508	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9909059889297928	success	true
GCST90444373	GCST90444373	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90444374	GCST90444374	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90444375	GCST90444375	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90444376	GCST90444376	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90446160	GCST90446160	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90446162	GCST90446162	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90446163	GCST90446163	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90446168	GCST90446168	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6623936894238955	success	true
GCST90446169	GCST90446169	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6623936894238955	success	true
GCST90446466	GCST90446466	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90446643	GCST90446643	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90446758	GCST90446758	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446759	GCST90446759	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446760	GCST90446760	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446761	GCST90446761	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446762	GCST90446762	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446763	GCST90446763	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446764	GCST90446764	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446765	GCST90446765	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446766	GCST90446766	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446767	GCST90446767	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446768	GCST90446768	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446769	GCST90446769	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446770	GCST90446770	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446771	GCST90446771	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446772	GCST90446772	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446773	GCST90446773	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446774	GCST90446774	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9828599179674637	success	true
GCST90446775	GCST90446775	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.980229550306733	success	true
GCST90446776	GCST90446776	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802474033744794	success	true
GCST90446777	GCST90446777	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802635733279719	success	true
GCST90446778	GCST90446778	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802001743755346	success	true
GCST90446779	GCST90446779	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802319053551536	success	true
GCST90446780	GCST90446780	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9810366684510521	success	true
GCST90446781	GCST90446781	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9810532150267202	success	true
GCST90446782	GCST90446782	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802349600763073	success	true
GCST90446783	GCST90446783	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9810162375012309	success	true
GCST90446784	GCST90446784	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9812520070947386	success	true
GCST90446785	GCST90446785	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9804192516361925	success	true
GCST90446786	GCST90446786	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9804973877605454	success	true
GCST90446787	GCST90446787	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9802877796600173	success	true
GCST90446788	GCST90446788	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9807709493636948	success	true
GCST90446789	GCST90446789	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9809445606614008	success	true
GCST90446790	GCST90446790	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.980200310236884	success	true
GCST90446791	GCST90446791	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9805708682507384	success	true
GCST90448480	GCST90448480	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602817942312714	success	true
GCST90448481	GCST90448481	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602594950986417	success	true
GCST90448482	GCST90448482	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602571738160956	success	true
GCST90448483	GCST90448483	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.66025294484797	success	true
GCST90448484	GCST90448484	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602552661195862	success	true
GCST90448485	GCST90448485	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602759706055367	success	true
GCST90448486	GCST90448486	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.660276696990041	success	true
GCST90448487	GCST90448487	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.660276696990041	success	true
GCST90448488	GCST90448488	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602594950986417	success	true
GCST90448489	GCST90448489	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6602810877463978	success	true
GCST90448490	GCST90448490	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.554126363857749	success	true
GCST90449045	GCST90449045	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449046	GCST90449046	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449047	GCST90449047	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449048	GCST90449048	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449049	GCST90449049	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449050	GCST90449050	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449051	GCST90449051	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90449052	GCST90449052	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90454200	GCST90454200	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90454201	GCST90454201	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90454344	GCST90454344	case-control	metadata	missing_case_control_counts	n_cases=0 n_controls=91477	success	true
GCST90454345	GCST90454345	case-control	metadata	missing_case_control_counts	n_cases=0 n_controls=91477	success	true
GCST90454346	GCST90454346	case-control	metadata	missing_case_control_counts	n_cases=0 n_controls=91477	success	true
GCST90454347	GCST90454347	case-control	metadata	missing_case_control_counts	n_cases=0 n_controls=91477	success	true
GCST90454348	GCST90454348	case-control	metadata	missing_case_control_counts	n_cases=0 n_controls=91477	success	true
GCST90454483	GCST90454483	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454484	GCST90454484	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454485	GCST90454485	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454486	GCST90454486	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454487	GCST90454487	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454488	GCST90454488	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454489	GCST90454489	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90454490	GCST90454490	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472771	GCST90472771	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90472777	GCST90472777	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472778	GCST90472778	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472779	GCST90472779	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472780	GCST90472780	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472781	GCST90472781	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472782	GCST90472782	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472783	GCST90472783	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472784	GCST90472784	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90472785	GCST90472785	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90482691	GCST90482691	case-control	ancestry	ancestry_unassigned	gate_reason=proportion	success	true
GCST90487900	GCST90487900	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90502821	GCST90502821	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90502822	GCST90502822	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90502823	GCST90502823	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90503115	GCST90503115	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.5023694536961458	success	true
GCST90503116	GCST90503116	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.5023694536961458	success	true
GCST90503117	GCST90503117	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.5023694536961458	success	true
GCST90503313	GCST90503313	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90503314	GCST90503314	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90503315	GCST90503315	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90503316	GCST90503316	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90551884	GCST90551884	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9789964120864073	success	true
GCST90551885	GCST90551885	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.979010849594426	success	true
GCST90551886	GCST90551886	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9789383650667114	success	true
GCST90558035	GCST90558035	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90558036	GCST90558036	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90558037	GCST90558037	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90558086	GCST90558086	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558087	GCST90558087	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558088	GCST90558088	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558089	GCST90558089	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558090	GCST90558090	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558091	GCST90558091	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558092	GCST90558092	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558093	GCST90558093	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558094	GCST90558094	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558095	GCST90558095	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558096	GCST90558096	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558097	GCST90558097	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558098	GCST90558098	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.01734206080212494	success	true
GCST90558099	GCST90558099	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.017274461830679644	success	true
GCST90558100	GCST90558100	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90558101	GCST90558101	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559107	GCST90559107	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559108	GCST90559108	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559109	GCST90559109	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559110	GCST90559110	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559111	GCST90559111	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559112	GCST90559112	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559113	GCST90559113	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559114	GCST90559114	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559115	GCST90559115	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559116	GCST90559116	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559117	GCST90559117	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559118	GCST90559118	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559119	GCST90559119	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559120	GCST90559120	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559121	GCST90559121	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559122	GCST90559122	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559123	GCST90559123	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559124	GCST90559124	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559125	GCST90559125	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559126	GCST90559126	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559127	GCST90559127	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559128	GCST90559128	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559129	GCST90559129	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559130	GCST90559130	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559131	GCST90559131	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559132	GCST90559132	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559133	GCST90559133	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559134	GCST90559134	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559135	GCST90559135	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559136	GCST90559136	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559137	GCST90559137	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559138	GCST90559138	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559139	GCST90559139	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559140	GCST90559140	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559141	GCST90559141	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559142	GCST90559142	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559143	GCST90559143	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559144	GCST90559144	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559145	GCST90559145	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559146	GCST90559146	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559147	GCST90559147	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559148	GCST90559148	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559149	GCST90559149	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559150	GCST90559150	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559151	GCST90559151	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559152	GCST90559152	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559153	GCST90559153	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559154	GCST90559154	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90559206	GCST90559206	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559207	GCST90559207	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559208	GCST90559208	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559209	GCST90559209	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559210	GCST90559210	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559211	GCST90559211	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559212	GCST90559212	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559213	GCST90559213	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559214	GCST90559214	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559215	GCST90559215	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559216	GCST90559216	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
