analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	eaf_orientation	eaf_orientation_r	source_assigned_mismatch	ancestry_notes	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS
GCST000028	GCST000028	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000392	GCST000392	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000553	GCST000553	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000568	GCST000568	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.398537	0.139624	0.395071	residual	passed	0.100441			0.398537	0.00758546	0.16522	0.169745	0	0	0.258913
GCST000571	GCST000571	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.398973	0.14047	0.394574	residual	passed	0.100605			0.398973	0.0073671	0.163674	0.171482	0	0	0.258504
GCST000612	GCST000612	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000679	GCST000679	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000755	GCST000755	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000758	GCST000758	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000759	GCST000759	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000760	GCST000760	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000879	GCST000879	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST000922	GCST000922	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.450588	0.196232	0.37022	residual	passed	0.0832503			0.450588	0.129182	0.0584788	0.105694	0.00170214	0	0.254355
GCST000998	GCST000998	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.962706	0.948862	0.0227555	ok	passed	0.971182	false		0.0138442	0.0138388	0.00204115	0.962706	0	0	0.00756952
GCST001198	GCST001198	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001212	GCST001212	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.39999	0.14197	0.395111	residual	passed	0.100768			0.39999	0.00779527	0.163943	0.170252	0	0	0.25802
GCST001255	GCST001255	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001475	GCST001475	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001592	GCST001592	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001790	GCST001790	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001791	GCST001791	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST001837	GCST001837	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.039043	ok	passed	0.958189	false		0	0	0	1	0	0	0
GCST001969	GCST001969	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.918164	0.858265	0.0170429	ok	passed	0.980292	false		0	0.00502357	0.00600398	0.918164	0.0109097	0	0.0598987
GCST002047	GCST002047	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99354	0.988226	0.0426329	ok	passed	0.960527	false		0	0.00531464	0.00114515	0.99354	0	0	0
GCST002216	GCST002216	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002221	GCST002221	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002222	GCST002222	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002223	GCST002223	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002245	GCST002245	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002318	GCST002318	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002376	GCST002376	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.989688	0.979376	0.0233282	ok	passed	0.972971	false		0	0	0	0.989688	0.0103122	0	0
GCST002548	GCST002548	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002598	GCST002598	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002783	GCST002783	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST002920	GCST002920	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003043	GCST003043	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	40150	EUR	0.996394	0.992788	0.00961203	ok	passed	0.973655	false		0	0	0	0.996394	0.00360593	0	0
GCST003044	GCST003044	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	40148	EUR	0.996394	0.992788	0.00961226	ok	passed	0.973651	false		0	0	0	0.996394	0.00360582	0	0
GCST003045	GCST003045	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	40149	EUR	0.996394	0.992788	0.00961215	ok	passed	0.973652	false		0	0	0	0.996394	0.00360619	0	0
GCST003116	GCST003116	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.763182	0.634048	0.0207732	ok	passed	0.988486	false		0.0314446	0.0155227	0.0381786	0.763182	0	0.0225382	0.129134
GCST003129	GCST003129	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003143	GCST003143	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003156	GCST003156	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003219	GCST003219	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003367	GCST003367	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003368	GCST003368	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003371	GCST003371	European	AFR	af_assigned	ref_freqs.hg38.tsv.gz	50000	AFR	1	1	0.038053	ok	passed	0.776696	true		1	0	0	0	0	0	0
GCST003372	GCST003372	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0388071	ok	passed	0.961267	false		0	0	0	1	0	0	0
GCST003373	GCST003373	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0387273	ok	passed	0.96136	false		0	0	0	1	0	0	0
GCST003374	GCST003374	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999871	0.999742	0.0390943	ok	passed	0.96103	false		0.000128942	0	0	0.999871	0	0	0
GCST003375	GCST003375	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999778	0.999557	0.0386931	ok	passed	0.961306	false		0.000221678	0	0	0.999778	0	0	0
GCST003378	GCST003378	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.777733	0.629744	0.0577592	ok	passed	0.971482	false		0.0157314	0	0.14799	0.777733	0	0.037689	0.0208569
GCST003392	GCST003392	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.976768	0.965533	0.0047745	ok	passed	0.978645	false		0.00490809	0	0.00244901	0.976768	0.0112352	0.000764482	0.00387502
GCST003394	GCST003394	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.976768	0.965533	0.0047745	ok	passed	0.978645	false		0.00490809	0	0.00244901	0.976768	0.0112352	0.000764482	0.00387502
GCST003395	GCST003395	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.976768	0.965533	0.0047745	ok	passed	0.978645	false		0.00490809	0	0.00244901	0.976768	0.0112352	0.000764482	0.00387502
GCST003401	GCST003401	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0386697	ok	passed	0.96131	false		0	0	0	1	0	0	0
GCST003435	GCST003435	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.853734	0.780869	0.0284285	ok	passed	0.980259	false		0.0147727	0.00145282	0.051237	0.853734	0.00593812	0	0.0728654
GCST003484	GCST003484	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003496	GCST003496	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003497	GCST003497	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003498	GCST003498	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003499	GCST003499	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003566	GCST003566	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.686122	0.372244	0.563492	eaf_orientation	failed	-0.975186			0.686122	0	0.313878	0	0	0	0
GCST003658	GCST003658	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003659	GCST003659	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003724	GCST003724	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.989864	0.985268	0.006673	ok	passed	0.979131	false		0	0.00386221	0.000647348	0.989864	0.00103133	0	0.00459558
GCST003738	GCST003738	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003739	GCST003739	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003740	GCST003740	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003766	GCST003766	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003769	GCST003769	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003770	GCST003770	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003795	GCST003795	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003814	GCST003814	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003837	GCST003837	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996982	0.993965	0.00558855	ok	passed	0.979174	false		0	0	0	0.996982	0	0	0.00301759
GCST003839	GCST003839	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996996	0.993993	0.00558875	ok	passed	0.979174	false		0	0	0	0.996996	0	0	0.00300356
GCST003898	GCST003898	European		unassigned	ref_freqs.hg38.tsv.gz	21082	AFR	0.57955	0.337901	0.380862	residual	passed	0.0020271			0.57955	0	0.178801	0	0	0	0.241649
GCST003900	GCST003900	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003965	GCST003965	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003966	GCST003966	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003967	GCST003967	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003968	GCST003968	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003969	GCST003969	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003970	GCST003970	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003971	GCST003971	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003972	GCST003972	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST003973	GCST003973	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004030	GCST004030	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992245	0.984778	0.00839294	ok	passed	0.980474	false		0	0	0	0.992245	0.00746715	0	0.000287702
GCST004074	GCST004074	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004075	GCST004075	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004076	GCST004076	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004137	GCST004137	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004158	GCST004158	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004162	GCST004162	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.968551	0.958468	0.0252255	ok	passed	0.97658	false		0.00452126	0.00901251	0.00515005	0.968551	0	0.0100832	0.00268211
GCST004198	GCST004198	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004292	GCST004292	European		unassigned	ref_freqs.hg38.tsv.gz	1221	MID	0.300745	0.0404385	0.239384	overlap	unverified				0.260307	0.0985108	0.222797	0.11764	0.300745	0	0
GCST004293	GCST004293	European		unassigned	ref_freqs.hg38.tsv.gz	1335	EUR	0.383805	0.0558663	0.230588	overlap	unverified				0.327939	0.0640621	0.224194	0.383805	0	0	0
GCST004296	GCST004296	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004364	GCST004364	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.358548	0.0265692	0.447605	residual	failed	-0.12018			0.358548	0	0.278561	0	0.0309115	0	0.331979
GCST004420	GCST004420	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004421	GCST004421	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004422	GCST004422	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004423	GCST004423	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004424	GCST004424	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004425	GCST004425	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004426	GCST004426	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004427	GCST004427	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004428	GCST004428	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004429	GCST004429	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004430	GCST004430	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004431	GCST004431	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004432	GCST004432	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004433	GCST004433	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004434	GCST004434	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004435	GCST004435	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004436	GCST004436	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004437	GCST004437	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004438	GCST004438	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004439	GCST004439	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004440	GCST004440	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004441	GCST004441	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004442	GCST004442	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004443	GCST004443	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004444	GCST004444	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004445	GCST004445	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004446	GCST004446	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004447	GCST004447	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004448	GCST004448	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004449	GCST004449	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004450	GCST004450	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004451	GCST004451	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004452	GCST004452	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004453	GCST004453	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004454	GCST004454	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004455	GCST004455	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004456	GCST004456	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004457	GCST004457	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004458	GCST004458	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004459	GCST004459	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004460	GCST004460	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004461	GCST004461	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99119	0.986136	0.00965557	ok	passed	0.981458	false		0.00224669	0	0.00505452	0.99119	0	0	0.00150853
GCST004488	GCST004488	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948659	0.914372	0.0202652	ok	passed	0.976968	false		0.00603951	0.00992244	0.00109329	0.948659	0.0342862	0	0
GCST004599	GCST004599	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995242	0.990484	0.00559331	ok	passed	0.979432	false		0	0	0	0.995242	0	0	0.00475797
GCST004600	GCST004600	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995269	0.990539	0.0055995	ok	passed	0.979446	false		0	0	0	0.995269	0	0	0.00473064
GCST004601	GCST004601	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995211	0.990421	0.00560418	ok	passed	0.97945	false		0	0	0	0.995211	0	0	0.00478926
GCST004602	GCST004602	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995167	0.990335	0.00560703	ok	passed	0.979454	false		0	0	0	0.995167	0	0	0.00483257
GCST004603	GCST004603	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995195	0.990389	0.00559908	ok	passed	0.979446	false		0	0	0	0.995195	0	0	0.00480527
GCST004604	GCST004604	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995215	0.990431	0.00560639	ok	passed	0.979451	false		0	0	0	0.995215	0	0	0.00478474
GCST004605	GCST004605	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995171	0.990342	0.00560693	ok	passed	0.979455	false		0	0	0	0.995171	0	0	0.00482919
GCST004606	GCST004606	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995244	0.990487	0.0056009	ok	passed	0.979447	false		0	0	0	0.995244	0	0	0.0047564
GCST004607	GCST004607	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995239	0.990479	0.00559504	ok	passed	0.979441	false		0	0	0	0.995239	0	0	0.00476063
GCST004608	GCST004608	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995289	0.990577	0.00560008	ok	passed	0.979446	false		0	0	0	0.995289	0	0	0.00471132
GCST004609	GCST004609	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995281	0.990562	0.00559739	ok	passed	0.979445	false		0	0	0	0.995281	0	0	0.00471887
GCST004610	GCST004610	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995199	0.990399	0.00560212	ok	passed	0.97945	false		0	0	0	0.995199	0	0	0.00480067
GCST004611	GCST004611	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995253	0.990505	0.00560569	ok	passed	0.979447	false		0	0	0	0.995253	0	0	0.00474741
GCST004612	GCST004612	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995254	0.990507	0.00560569	ok	passed	0.979447	false		0	0	0	0.995254	0	0	0.00474638
GCST004613	GCST004613	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99525	0.9905	0.00560208	ok	passed	0.979446	false		0	0	0	0.99525	0	0	0.00475016
GCST004614	GCST004614	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995214	0.990428	0.00560536	ok	passed	0.979449	false		0	0	0	0.995214	0	0	0.00478592
GCST004615	GCST004615	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99523	0.990461	0.00560407	ok	passed	0.979449	false		0	0	0	0.99523	0	0	0.00476972
GCST004616	GCST004616	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995206	0.990413	0.00559605	ok	passed	0.979444	false		0	0	0	0.995206	0	0	0.00479375
GCST004617	GCST004617	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995266	0.990532	0.00560227	ok	passed	0.979444	false		0	0	0	0.995266	0	0	0.00473398
GCST004618	GCST004618	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995248	0.990496	0.00559752	ok	passed	0.979449	false		0	0	0	0.995248	0	0	0.00475175
GCST004619	GCST004619	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995255	0.99051	0.00560467	ok	passed	0.979447	false		0	0	0	0.995255	0	0	0.00474508
GCST004620	GCST004620	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995202	0.990404	0.00560733	ok	passed	0.97945	false		0	0	0	0.995202	0	0	0.0047982
GCST004621	GCST004621	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995186	0.990373	0.00560946	ok	passed	0.97945	false		0	0	0	0.995186	0	0	0.00481367
GCST004622	GCST004622	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99525	0.990499	0.00560523	ok	passed	0.979446	false		0	0	0	0.99525	0	0	0.0047504
GCST004623	GCST004623	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99529	0.990581	0.00560325	ok	passed	0.979443	false		0	0	0	0.99529	0	0	0.00470973
GCST004624	GCST004624	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995229	0.990458	0.0056017	ok	passed	0.979449	false		0	0	0	0.995229	0	0	0.00477097
GCST004625	GCST004625	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99529	0.990581	0.00559963	ok	passed	0.979444	false		0	0	0	0.99529	0	0	0.00470951
GCST004626	GCST004626	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995229	0.990457	0.00560473	ok	passed	0.979448	false		0	0	0	0.995229	0	0	0.00477127
GCST004627	GCST004627	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995268	0.990535	0.00560069	ok	passed	0.979444	false		0	0	0	0.995268	0	0	0.00473226
GCST004628	GCST004628	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99526	0.990519	0.00560573	ok	passed	0.979448	false		0	0	0	0.99526	0	0	0.00474028
GCST004629	GCST004629	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995241	0.990482	0.00560442	ok	passed	0.979447	false		0	0	0	0.995241	0	0	0.00475908
GCST004630	GCST004630	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995244	0.990488	0.00560088	ok	passed	0.979449	false		0	0	0	0.995244	0	0	0.00475591
GCST004631	GCST004631	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995251	0.990503	0.00559544	ok	passed	0.979448	false		0	0	0	0.995251	0	0	0.00474857
GCST004632	GCST004632	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995282	0.990565	0.00560102	ok	passed	0.979444	false		0	0	0	0.995282	0	0	0.00471757
GCST004633	GCST004633	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995276	0.990552	0.00560129	ok	passed	0.979445	false		0	0	0	0.995276	0	0	0.00472413
GCST004634	GCST004634	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995313	0.990625	0.00559467	ok	passed	0.979442	false		0	0	0	0.995313	0	0	0.00468739
GCST004692	GCST004692	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004695	GCST004695	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.998021	0.996515	0.00507313	ok	passed	0.978813	false		0.000472348	0.00150654	0	0.998021	0	0	0
GCST004732	GCST004732	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97591	0.957897	0.0179665	ok	passed	0.977886	false		0.018013	0.000764859	0.00248983	0.97591	0.00282243	0	0
GCST004733	GCST004733	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.975922	0.959973	0.0176714	ok	passed	0.9779	false		0.0159492	0.00047161	0.00251061	0.975922	0.00514621	0	0
GCST004734	GCST004734	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.976168	0.960943	0.0173319	ok	passed	0.977909	false		0.0152254	0.0007559	0.00243917	0.976168	0.00541156	0	0
GCST004744	GCST004744	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.971268	0.954465	0.0152497	ok	passed	0.977175	false		0	0.00648655	0	0.971268	0.0168033	0.00544163	0
GCST004746	GCST004746	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.987056	0.977012	0.00811946	ok	passed	0.97912	false		0	0.00213972	0	0.987056	0.0100443	0.000759497	0
GCST004747	GCST004747	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.981502	0.969168	0.00844544	ok	passed	0.979403	false		0	0.00148404	0	0.981502	0.012334	0.00468022	0
GCST004748	GCST004748	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.971901	0.955559	0.0137434	ok	passed	0.977743	false		0	0.00591257	0	0.971901	0.016342	0.00584397	0
GCST004749	GCST004749	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.977275	0.966459	0.00881663	ok	passed	0.979541	false		0	0.00342324	2.69443e-05	0.977275	0.0108158	0.00571287	0.00274636
