analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	eaf_orientation	eaf_orientation_r	source_assigned_mismatch	ancestry_notes	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS
GCST90565842	GCST90565842	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00481922	ok	passed	0.978094	false		0	0	0	1	0	0	0
GCST90565843	GCST90565843	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00550812	ok	passed	0.978068	false		0	0	0	1	0	0	0
GCST90565844	GCST90565844	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0047782	ok	passed	0.978091	false		0	0	0	1	0	0	0
GCST90565845	GCST90565845	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00572554	ok	passed	0.978053	false		0	0	0	1	0	0	0
GCST90565846	GCST90565846	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00577671	ok	passed	0.978085	false		0	0	0	1	0	0	0
GCST90565847	GCST90565847	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00489024	ok	passed	0.978107	false		0	0	0	1	0	0	0
GCST90565848	GCST90565848	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00561546	ok	passed	0.978058	false		0	0	0	1	0	0	0
GCST90565849	GCST90565849	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00584814	ok	passed	0.978103	false		0	0	0	1	0	0	0
GCST90565850	GCST90565850	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0056908	ok	passed	0.978064	false		0	0	0	1	0	0	0
GCST90565851	GCST90565851	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00510325	ok	passed	0.978133	false		0	0	0	1	0	0	0
GCST90565852	GCST90565852	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00553533	ok	passed	0.978091	false		0	0	0	1	0	0	0
GCST90565853	GCST90565853	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00488659	ok	passed	0.978107	false		0	0	0	1	0	0	0
GCST90565854	GCST90565854	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00589968	ok	passed	0.97805	false		0	0	0	1	0	0	0
GCST90565855	GCST90565855	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00582541	ok	passed	0.978062	false		0	0	0	1	0	0	0
GCST90565856	GCST90565856	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00556363	ok	passed	0.978094	false		0	0	0	1	0	0	0
GCST90565857	GCST90565857	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00556854	ok	passed	0.978064	false		0	0	0	1	0	0	0
GCST90565858	GCST90565858	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00561638	ok	passed	0.978058	false		0	0	0	1	0	0	0
GCST90565859	GCST90565859	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00560229	ok	passed	0.978113	false		0	0	0	1	0	0	0
GCST90565860	GCST90565860	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00593794	ok	passed	0.978053	false		0	0	0	1	0	0	0
GCST90565861	GCST90565861	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00510325	ok	passed	0.978133	false		0	0	0	1	0	0	0
GCST90565862	GCST90565862	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00553533	ok	passed	0.978091	false		0	0	0	1	0	0	0
GCST90565863	GCST90565863	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00488659	ok	passed	0.978107	false		0	0	0	1	0	0	0
GCST90565864	GCST90565864	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00525921	ok	passed	0.978093	false		0	0	0	1	0	0	0
GCST90565865	GCST90565865	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00561517	ok	passed	0.978071	false		0	0	0	1	0	0	0
GCST90565869	GCST90565869	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.877135	0.817678	0.0646153	residual	passed	0.965769			0.0594572	0	0.0168683	0.877135	0	0	0.0465392
GCST90565870	GCST90565870	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.897421	0.847084	0.0545388	ok	passed	0.969078	false		0.0503363	0	0.0137481	0.897421	0	0	0.0384949
GCST90565871	GCST90565871	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00541918	ok	passed	0.978324	false		0	0	0	1	0	0	0
GCST90565872	GCST90565872	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00541918	ok	passed	0.978324	false		0	0	0	1	0	0	0
GCST90566392	GCST90566392	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.65012	0.300241	0.537809	eaf_orientation	failed	-0.687313			0.65012	0	0.34988	0	0	0	0
GCST90566393	GCST90566393	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.651998	0.303995	0.537364	eaf_orientation	failed	-0.686683			0.651998	0	0.348002	0	0	0	0
GCST90566440	GCST90566440	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.959224	0.941672	0.00533299	ok	passed	0.980876	false		0.0146631	0.00176948	0.00293779	0.959224	0	0.00385337	0.0175523
GCST90566441	GCST90566441	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956155	0.937059	0.00508801	ok	passed	0.981221	false		0.0163718	0.00181593	0.00360962	0.956155	0	0.00295109	0.0190963
GCST90566442	GCST90566442	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957265	0.938873	0.00537016	ok	passed	0.981027	false		0.0154614	0.0017595	0.00316645	0.957265	0	0.00395603	0.0183916
GCST90566682	GCST90566682	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00635795	ok	passed	0.97848	false		0	0	0	1	0	0	0
GCST90566683	GCST90566683	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.006362	ok	passed	0.978481	false		0	0	0	1	0	0	0
GCST90566684	GCST90566684	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00636971	ok	passed	0.978488	false		0	0	0	1	0	0	0
GCST90566685	GCST90566685	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00739636	ok	passed	0.978426	false		0	0	0	1	0	0	0
GCST90566686	GCST90566686	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00738165	ok	passed	0.978424	false		0	0	0	1	0	0	0
GCST90566687	GCST90566687	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00738248	ok	passed	0.978407	false		0	0	0	1	0	0	0
GCST90566688	GCST90566688	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00738197	ok	passed	0.978407	false		0	0	0	1	0	0	0
GCST90566689	GCST90566689	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00738295	ok	passed	0.978407	false		0	0	0	1	0	0	0
GCST90566690	GCST90566690	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00635966	ok	passed	0.978469	false		0	0	0	1	0	0	0
GCST90566691	GCST90566691	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00738033	ok	passed	0.97842	false		0	0	0	1	0	0	0
GCST90566692	GCST90566692	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00635669	ok	passed	0.978483	false		0	0	0	1	0	0	0
GCST90566693	GCST90566693	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00737922	ok	passed	0.97842	false		0	0	0	1	0	0	0
GCST90566694	GCST90566694	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00635902	ok	passed	0.978469	false		0	0	0	1	0	0	0
GCST90566695	GCST90566695	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00726123	ok	passed	0.97835	false		0	0	0	1	0	0	0
GCST90566696	GCST90566696	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.683565	0.522766	0.181971	residual	passed	0.787229			0.160799	0	0.028101	0.683565	0	0	0.127534
GCST90566697	GCST90566697	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.681828	0.523226	0.180432	residual	passed	0.788236			0.158602	0	0.0271879	0.681828	0	0	0.132383
GCST90566698	GCST90566698	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00725517	ok	passed	0.978377	false		0	0	0	1	0	0	0
GCST90566699	GCST90566699	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.961875	0.934561	0.0711914	residual	passed	0.952624			0.0273138	0.00517633	0	0.961875	0	0	0.00563491
GCST90566700	GCST90566700	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00504914	ok	passed	0.977424	false		0	0	0	1	0	0	0
GCST90566701	GCST90566701	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00724488	ok	passed	0.978381	false		0	0	0	1	0	0	0
GCST90566702	GCST90566702	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00724045	ok	passed	0.978383	false		0	0	0	1	0	0	0
GCST90566703	GCST90566703	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00458765	ok	passed	0.977103	false		0	0	0	1	0	0	0
GCST90566704	GCST90566704	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00726102	ok	passed	0.97837	false		0	0	0	1	0	0	0
GCST90566705	GCST90566705	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0074708	ok	passed	0.978191	false		0	0	0	1	0	0	0
GCST90566706	GCST90566706	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00457754	ok	passed	0.977193	false		0	0	0	1	0	0	0
GCST90566707	GCST90566707	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.989065	0.98047	0.012603	ok	passed	0.978368	false		0	0	0	0.989065	0.00233984	0.0085952	0
GCST90566708	GCST90566708	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.989128	0.980534	0.0126038	ok	passed	0.978368	false		0	0	0	0.989128	0.00227686	0.00859477	0
GCST90566709	GCST90566709	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566710	GCST90566710	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566711	GCST90566711	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566712	GCST90566712	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566713	GCST90566713	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566714	GCST90566714	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566715	GCST90566715	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566716	GCST90566716	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566717	GCST90566717	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566718	GCST90566718	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566719	GCST90566719	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566720	GCST90566720	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566721	GCST90566721	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566722	GCST90566722	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566723	GCST90566723	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566724	GCST90566724	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566725	GCST90566725	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566726	GCST90566726	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566727	GCST90566727	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566728	GCST90566728	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566729	GCST90566729	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566730	GCST90566730	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566731	GCST90566731	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566732	GCST90566732	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566733	GCST90566733	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566734	GCST90566734	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566735	GCST90566735	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566736	GCST90566736	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566737	GCST90566737	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566738	GCST90566738	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566739	GCST90566739	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566740	GCST90566740	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566741	GCST90566741	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566742	GCST90566742	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566743	GCST90566743	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566744	GCST90566744	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566745	GCST90566745	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566746	GCST90566746	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566747	GCST90566747	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566748	GCST90566748	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566749	GCST90566749	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566750	GCST90566750	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566751	GCST90566751	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566752	GCST90566752	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566753	GCST90566753	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566754	GCST90566754	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566755	GCST90566755	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566756	GCST90566756	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566757	GCST90566757	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566758	GCST90566758	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566759	GCST90566759	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566760	GCST90566760	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566761	GCST90566761	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566762	GCST90566762	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566763	GCST90566763	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566764	GCST90566764	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566765	GCST90566765	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566766	GCST90566766	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566767	GCST90566767	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566768	GCST90566768	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996666	0.99346	0.00457737	ok	passed	0.990455	false		0	5.15555e-05	7.69775e-05	0.996666	0	0	0.00320559
GCST90566795	GCST90566795	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566796	GCST90566796	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566797	GCST90566797	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566798	GCST90566798	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566799	GCST90566799	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566800	GCST90566800	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566801	GCST90566801	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566802	GCST90566802	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566803	GCST90566803	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566804	GCST90566804	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566805	GCST90566805	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90566817	GCST90566817	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00496132	ok	passed	0.978599	false		0	0	0	1	0	0	0
GCST90566818	GCST90566818	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00496791	ok	passed	0.978588	false		0	0	0	1	0	0	0
GCST90566819	GCST90566819	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00496791	ok	passed	0.978588	false		0	0	0	1	0	0	0
GCST90568440	GCST90568440	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.961383	0.950361	0.00813745	ok	passed	0.979338	false		0.00873962	0.00847187	0.00795867	0.961383	0	0.0110216	0.00242538
GCST90568441	GCST90568441	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.98854	0.982789	0.00649068	ok	passed	0.976712	false		0.00342134	0.00228747	0	0.98854	0	0.00575113	0
GCST90568442	GCST90568442	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00564224	ok	passed	0.978144	false		0	0	0	1	0	0	0
GCST90568443	GCST90568443	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00561686	ok	passed	0.978157	false		0	0	0	1	0	0	0
GCST90568444	GCST90568444	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0049432	ok	passed	0.978202	false		0	0	0	1	0	0	0
GCST90568445	GCST90568445	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00562099	ok	passed	0.97816	false		0	0	0	1	0	0	0
