analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-10565	ukb-b-10565	Tinned tomato intake	Tinned tomato intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10565.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10567	ukb-b-10567	Vitamin and/or mineral supplement use: Zinc	Vitamin and/or mineral supplement use: Zinc			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10567.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1960	62989		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10586	ukb-b-10586	Treatment/medication code: calcichew 1.25g chewable tablet	Treatment/medication code: calcichew 1.25g chewable tablet			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10586.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1005	461928		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10591	ukb-b-10591	Chest pain or discomfort	Chest pain or discomfort			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10591.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	458012	73061	384951		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10608	ukb-b-10608	PCT where patients GP was registered: NOTTINGHAMSHIRE COUNTY TEACHING PCT	PCT where patients GP was registered: NOTTINGHAMSHIRE COUNTY TEACHING PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10608.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	7548	455462		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1061	ukb-b-1061	Age high blood pressure diagnosed	Age high blood pressure diagnosed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1061.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	111148				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10617	ukb-b-10617	Operation code: mammoplasty/cosmetic operation on breast	Operation code: mammoplasty/cosmetic operation on breast			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10617.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3422	459511		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10623	ukb-b-10623	Diagnoses - main ICD10: D12.5 Sigmoid colon	Diagnoses - main ICD10: D12.5 Sigmoid colon			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10623.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2447	460563		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10629	ukb-b-10629	6mm asymmetry index (left)	6mm asymmetry index (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10629.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	51739				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10640	ukb-b-10640	Sweetened cereal intake	Sweetened cereal intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10640.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10646	ukb-b-10646	Diagnoses - main ICD10: Z09.9 Follow-up examination after unspecified treatment for other conditions	Diagnoses - main ICD10: Z09.9 Follow-up examination after unspecified treatment for other conditions			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10646.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1942	461068		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10655	ukb-b-10655	Methods of admission to hospital (recoded): Emergency admission	Methods of admission to hospital (recoded): Emergency admission			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10655.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462498	25817	436681		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10668	ukb-b-10668	Diagnoses - main ICD10: N47 Redundant prepuce, phimosis and paraphimosis	Diagnoses - main ICD10: N47 Redundant prepuce, phimosis and paraphimosis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10668.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1541	461469		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10694	ukb-b-10694	Diagnoses - secondary ICD10: E10.9 Without complications	Diagnoses - secondary ICD10: E10.9 Without complications			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10694.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2076	460934		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1070	ukb-b-1070	Average weekly fortified wine intake	Average weekly fortified wine intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1070.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	327563				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10712	ukb-b-10712	Diagnoses - main ICD10: O70.1 Second degree perineal laceration during delivery	Diagnoses - main ICD10: O70.1 Second degree perineal laceration during delivery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10712.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2469	460541		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10713	ukb-b-10713	Treatment/medication code: loratadine	Treatment/medication code: loratadine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10713.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3296	459637		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10733	ukb-b-10733	Operation code: fertility treatment procedures	Operation code: fertility treatment procedures			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10733.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1185	461748		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10753	ukb-b-10753	Diabetes diagnosed by doctor	Diabetes diagnosed by doctor			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10753.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461578	22340	439238		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10756	ukb-b-10756	Diagnoses - secondary ICD10: I20.0 Unstable angina	Diagnoses - secondary ICD10: I20.0 Unstable angina			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10756.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1543	461467		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10766	ukb-b-10766	Treatment/medication code: tegretol 100mg tablet	Treatment/medication code: tegretol 100mg tablet			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10766.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1011	461922		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10768	ukb-b-10768	Cascot confidence score	Cascot confidence score			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10768.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	13634				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10769	ukb-b-10769	PCT where patients GP was registered: BIRMINGHAM EAST AND NORTH PCT	PCT where patients GP was registered: BIRMINGHAM EAST AND NORTH PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10769.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2459	460551		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10771	ukb-b-10771	Diagnoses - main ICD10: R07.4 Chest pain, unspecified	Diagnoses - main ICD10: R07.4 Chest pain, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10771.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	18203	444807		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10778	ukb-b-10778	PCT responsible for patient data: WARRINGTON PCT	PCT responsible for patient data: WARRINGTON PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10778.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1072	461938		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10783	ukb-b-10783	Illnesses of siblings: None of the above (group 2)	Illnesses of siblings: None of the above (group 2)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10783.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	368679	309513	59166		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10787	ukb-b-10787	Standing height	Standing height			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10787.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	461950				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10793	ukb-b-10793	Pear intake	Pear intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10793.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10797	ukb-b-10797	Chest pain due to walking ceases when standing still	Chest pain due to walking ceases when standing still			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10797.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	26467	21415	5052		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10806	ukb-b-10806	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10806.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461398	185577	275821		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10807	ukb-b-10807	Illnesses of mother: Severe depression	Illnesses of mother: Severe depression			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10807.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	423217	28351	394866		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10810	ukb-b-10810	Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC	Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10810.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	10371	452639		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10813	ukb-b-10813	Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ	Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10813.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1786	461224		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10817	ukb-b-10817	Particulate matter air pollution (pm2.5); 2010	Particulate matter air pollution (pm2.5); 2010			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10817.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	423796				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10821	ukb-b-10821	External causes: W01.9 Unspecified place	External causes: W01.9 Unspecified place			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10821.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1079	461931		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10827	ukb-b-10827	Operation code: lumpectomy	Operation code: lumpectomy			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10827.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	15664	447269		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10829	ukb-b-10829	Beef intake	Beef intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10829.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64943				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10830	ukb-b-10830	Average monthly spirits intake	Average monthly spirits intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10830.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	34111				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10831	ukb-b-10831	Pack years of smoking	Pack years of smoking			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10831.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	142387				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10847	ukb-b-10847	Operative procedures - secondary OPCS: Y53.5 Approach to organ under image intensifier	Operative procedures - secondary OPCS: Y53.5 Approach to organ under image intensifier			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10847.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4217	458793		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10848	ukb-b-10848	Operative procedures - secondary OPCS: Z80.1 First metatarsal	Operative procedures - secondary OPCS: Z80.1 First metatarsal			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10848.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1136	461874		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10849	ukb-b-10849	Diagnoses - main ICD10: N93.9 Abnormal uterine and vaginal bleeding, unspecified	Diagnoses - main ICD10: N93.9 Abnormal uterine and vaginal bleeding, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10849.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1145	461865		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10852	ukb-b-10852	Was blood sampling attempted	Was blood sampling attempted			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10852.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463000	462978	22		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10857	ukb-b-10857	Willing to attempt cognitive tests	Willing to attempt cognitive tests			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10857.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462293	6371	455922		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10859	ukb-b-10859	Diagnoses - main ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess	Diagnoses - main ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10859.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	8429	454581		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10872	ukb-b-10872	PCT responsible for patient data: NORTH YORKSHIRE AND YORK PCT	PCT responsible for patient data: NORTH YORKSHIRE AND YORK PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10872.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2313	460697		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10873	ukb-b-10873	Diagnoses - main ICD10: M54.59 Low back pain (Site unspecified)	Diagnoses - main ICD10: M54.59 Low back pain (Site unspecified)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10873.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1446	461564		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10880	ukb-b-10880	Diagnoses - secondary ICD10: Z87.4 Personal history of diseases of the genito-urinary system	Diagnoses - secondary ICD10: Z87.4 Personal history of diseases of the genito-urinary system			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10880.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4538	458472		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10903	ukb-b-10903	Non-cancer illness code, self-reported: endometriosis	Non-cancer illness code, self-reported: endometriosis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10903.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3809	459124		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10911	ukb-b-10911	Diagnoses - secondary ICD10: Z92.2 Personal history of long-term (current) use of other medicaments	Diagnoses - secondary ICD10: Z92.2 Personal history of long-term (current) use of other medicaments			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-10911.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	7915	455095		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
