analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	downloaded_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
4013	GCST90565841	GCST90565841	Symbol digit substitution test performance (baseline)	Symbol digit substitution test performance (baseline)	cognitive domain measurement	http://www.ebi.ac.uk/efo/EFO_0009098	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565841/harmonised/GCST90565841.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565841/harmonised/GCST90565841.h.tsv.gz		GCST90565841.h.tsv.gz	75c49b260efadfc3120559c73320ac742928fedd03041a4b2a38a2e6b1abce91	sha256	343844014	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.976023	estimated_from_source_maf	sd	total	analysis_level	181587				selected_ready_source	
4014	GCST90565842	GCST90565842	Fluid intelligence score (baseline)	Fluid intelligence score (baseline)	intelligence	http://www.ebi.ac.uk/efo/EFO_0004337	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565842/harmonised/GCST90565842.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565842/harmonised/GCST90565842.h.tsv.gz		GCST90565842.h.tsv.gz	a2e34f5aa87ab172eb09865e95cff59cb1fa4b5da215a67905d2a949ed45a18d	sha256	344202030	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.943727	estimated_from_source_maf	sd	total	analysis_level	254641				selected_ready_source	
4015	GCST90565843	GCST90565843	Height (baseline)	Height (baseline)	body height	OBA:VT0001253	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565843/harmonised/GCST90565843.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565843/harmonised/GCST90565843.h.tsv.gz		GCST90565843.h.tsv.gz	e776588cde0b5b0bbde98f9c0d5990db2cf3b1e38a7b0d437164a7458eab5e7e	sha256	344250835	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.576692	estimated_from_source_maf	sd	total	analysis_level	405540				selected_ready_source	
4016	GCST90565844	GCST90565844	Forced expiratory volume (baseline)	Forced expiratory volume (baseline)	forced expiratory volume	http://www.ebi.ac.uk/efo/EFO_0004314	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565844/harmonised/GCST90565844.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565844/harmonised/GCST90565844.h.tsv.gz		GCST90565844.h.tsv.gz	341ed49d9e844cdaea89328d480cb41fe2287d150dbd0dc2fa59bf6550b1f1cb	sha256	344054859	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.73862	estimated_from_source_maf	sd	total	analysis_level	373397				selected_ready_source	
4017	GCST90565845	GCST90565845	Hand grip strength (baseline)	Hand grip strength (baseline)	grip strength measurement	http://www.ebi.ac.uk/efo/EFO_0006941	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565845/harmonised/GCST90565845.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565845/harmonised/GCST90565845.h.tsv.gz		GCST90565845.h.tsv.gz	8edc851b216b9a1467676ad15c6ce0fce99221d61273a28dce454e8ec1b80927	sha256	343651716	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.642587	estimated_from_source_maf	sd	total	analysis_level	404112				selected_ready_source	
4018	GCST90565846	GCST90565846	Cognitive decline (log-difference score)	Cognitive decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565846/harmonised/GCST90565846.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565846/harmonised/GCST90565846.h.tsv.gz		GCST90565846.h.tsv.gz	36e237f5aa207de1d141efc19fd5a61fcf9c7285d62cc4c7970ae5b5a97199b6	sha256	343799351	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.591412	estimated_from_source_maf	sd	total	analysis_level	103938				selected_ready_source	
4019	GCST90565847	GCST90565847	Physical decline (log-difference score)	Physical decline (log-difference score)	aging rate	OBA:0005494	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565847/harmonised/GCST90565847.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565847/harmonised/GCST90565847.h.tsv.gz		GCST90565847.h.tsv.gz	84b9a83c50fc8d6ba089eb92be61a7d8afa3b1fb28208ad0e1145ee1afe90500	sha256	343057741	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.653232	estimated_from_source_maf	sd	total	analysis_level	72220				selected_ready_source	
4020	GCST90565848	GCST90565848	Reaction time decline (log-difference score)	Reaction time decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565848/harmonised/GCST90565848.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565848/harmonised/GCST90565848.h.tsv.gz		GCST90565848.h.tsv.gz	b2ecf66c61e3fcbd447311defb8168c44280f2babf7c48a37d87e484a36369ea	sha256	342790037	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.995056	estimated_from_source_maf	sd	total	analysis_level	69028				selected_ready_source	
4021	GCST90565849	GCST90565849	Duration to complete alphanumeric path task decline (log-difference score)	Duration to complete alphanumeric path task decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565849/harmonised/GCST90565849.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565849/harmonised/GCST90565849.h.tsv.gz		GCST90565849.h.tsv.gz	7daeddb857bb66c584eb70e230760bd331e6eed82ae47933c8784a8d4b1c48a9	sha256	342887238	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	1.00056	estimated_from_source_maf	sd	total	analysis_level	77380				selected_ready_source	
4022	GCST90565850	GCST90565850	Number of puzzles correctly solved decline (log-difference score)	Number of puzzles correctly solved decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565850/harmonised/GCST90565850.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565850/harmonised/GCST90565850.h.tsv.gz		GCST90565850.h.tsv.gz	413a4729429279399183aa9491097874404e0135bfa16c5e6e01fc363e2555bc	sha256	341890035	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.979672	estimated_from_source_maf	sd	total	analysis_level	34277				selected_ready_source	
4023	GCST90565851	GCST90565851	Symbol digit substitution test performance decline (log-difference score)	Symbol digit substitution test performance decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565851/harmonised/GCST90565851.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565851/harmonised/GCST90565851.h.tsv.gz		GCST90565851.h.tsv.gz	e25beadc949bf8a39364076dd0631c8de9bb51ca0273e5c0091f888ec5a8f7bc	sha256	343015931	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.987274	estimated_from_source_maf	sd	total	analysis_level	90713				selected_ready_source	
4024	GCST90565852	GCST90565852	Fluid intelligence score decline (log-difference score)	Fluid intelligence score decline (log-difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565852/harmonised/GCST90565852.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565852/harmonised/GCST90565852.h.tsv.gz		GCST90565852.h.tsv.gz	a3c2c15de0ca2e6c7fd9fb79747bbab36361beddfc6625ccc0fc9610cfe5ed46	sha256	343752019	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.992873	estimated_from_source_maf	sd	total	analysis_level	131736				selected_ready_source	
4025	GCST90565853	GCST90565853	Height decline (log-difference score)	Height decline (log-difference score)	aging rate, body height	OBA:0005494, http://purl.obolibrary.org/obo/OBA_VT0001253	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565853/harmonised/GCST90565853.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565853/harmonised/GCST90565853.h.tsv.gz		GCST90565853.h.tsv.gz	a90ec63a30ab68d79febc341005f79bc17d3e31aa27ae02f9b9e2284d990c45e	sha256	342747388	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.995736	estimated_from_source_maf	sd	total	analysis_level	72792				selected_ready_source	
4026	GCST90565854	GCST90565854	Forced expiratory volume decline (log-difference score)	Forced expiratory volume decline (log-difference score)	aging rate, forced expiratory volume	OBA:0005494, http://www.ebi.ac.uk/efo/EFO_0004314	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565854/harmonised/GCST90565854.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565854/harmonised/GCST90565854.h.tsv.gz		GCST90565854.h.tsv.gz	b1efa29ccef35f604fa5cec36d7f56bbeb878eb8f072ae8227f25f2fbfb6d8b9	sha256	342245002	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.988978	estimated_from_source_maf	sd	total	analysis_level	44048				selected_ready_source	
4027	GCST90565855	GCST90565855	Hand grip strength decline (log-difference score)	Hand grip strength decline (log-difference score)	aging rate, grip strength measurement	OBA:0005494, http://www.ebi.ac.uk/efo/EFO_0006941	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565855/harmonised/GCST90565855.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565855/harmonised/GCST90565855.h.tsv.gz		GCST90565855.h.tsv.gz	d2a928e2e8a66a7039972cfb8c8b25beb738f14eab1e655022c7f9013ac7fcb9	sha256	342794012	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.988875	estimated_from_source_maf	sd	total	analysis_level	71943				selected_ready_source	
4028	GCST90565856	GCST90565856	Cognitive decline (difference score)	Cognitive decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565856/harmonised/GCST90565856.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565856/harmonised/GCST90565856.h.tsv.gz		GCST90565856.h.tsv.gz	8c46bede9b7905aa201cd2bb48c773b13e919a5d5667f91e851cb143a90874e3	sha256	343824758	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.587545	estimated_from_source_maf	sd	total	analysis_level	103938				selected_ready_source	
4029	GCST90565857	GCST90565857	Physical decline (difference score)	Physical decline (difference score)	aging rate	OBA:0005494	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565857/harmonised/GCST90565857.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565857/harmonised/GCST90565857.h.tsv.gz		GCST90565857.h.tsv.gz	3e39ad89cc7516bb59dd241143b74b9f3a4718ffedb329b9455db21d2f776d51	sha256	343060417	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.65184	estimated_from_source_maf	sd	total	analysis_level	72220				selected_ready_source	
4030	GCST90565858	GCST90565858	Reaction time decline (difference score)	Reaction time decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565858/harmonised/GCST90565858.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565858/harmonised/GCST90565858.h.tsv.gz		GCST90565858.h.tsv.gz	54a3af796385123e4010baabee5d1ba781f22ed4afc582fcfe518d492909b027	sha256	342761911	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.989971	estimated_from_source_maf	sd	total	analysis_level	69028				selected_ready_source	
4031	GCST90565859	GCST90565859	Duration to complete alphanumeric path task decline (difference score)	Duration to complete alphanumeric path task decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565859/harmonised/GCST90565859.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565859/harmonised/GCST90565859.h.tsv.gz		GCST90565859.h.tsv.gz	448a4af2a1878bd56566777da92e87cad272ae136f157eee39041650f658894f	sha256	342854568	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.997475	estimated_from_source_maf	sd	total	analysis_level	77380				selected_ready_source	
4032	GCST90565860	GCST90565860	Number of puzzles correctly solved decline (difference score)	Number of puzzles correctly solved decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565860/harmonised/GCST90565860.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565860/harmonised/GCST90565860.h.tsv.gz		GCST90565860.h.tsv.gz	4513b0af944f0a683d60808a50a6f97467682188525bb5151dacd84c931d1482	sha256	341869618	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.996326	estimated_from_source_maf	sd	total	analysis_level	34277				selected_ready_source	
4033	GCST90565861	GCST90565861	Symbol digit substitution test performance decline (difference score)	Symbol digit substitution test performance decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565861/harmonised/GCST90565861.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565861/harmonised/GCST90565861.h.tsv.gz		GCST90565861.h.tsv.gz	75a057fe26dfcaf3f86b87266f36a749a2dd53e7451c89781e5f3eda17150cce	sha256	343077160	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.998342	estimated_from_source_maf	sd	total	analysis_level	90713				selected_ready_source	
4034	GCST90565862	GCST90565862	Fluid intelligence score decline (difference score)	Fluid intelligence score decline (difference score)	cognitive decline measurement	http://www.ebi.ac.uk/efo/EFO_0007710	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565862/harmonised/GCST90565862.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565862/harmonised/GCST90565862.h.tsv.gz		GCST90565862.h.tsv.gz	d705f80e3bfac604100bb22b5cd289addf9cf61e10cd8f588a6ffef66ec5f0cf	sha256	343712992	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	1.00483	estimated_from_source_maf	sd	total	analysis_level	131736				selected_ready_source	
4035	GCST90565863	GCST90565863	Height decline (difference score)	Height decline (difference score)	aging rate, body height	OBA:0005494, http://purl.obolibrary.org/obo/OBA_VT0001253	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565863/harmonised/GCST90565863.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565863/harmonised/GCST90565863.h.tsv.gz		GCST90565863.h.tsv.gz	c05b30f3a36e99dc13f7c4101cc0ca3b508c23181d8c24b23ecfe48d2ae0abe1	sha256	342756576	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.998742	estimated_from_source_maf	sd	total	analysis_level	72792				selected_ready_source	
4036	GCST90565864	GCST90565864	Forced expiratory volume decline (difference score)	Forced expiratory volume decline (difference score)	aging rate, forced expiratory volume	OBA:0005494, http://www.ebi.ac.uk/efo/EFO_0004314	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565864/harmonised/GCST90565864.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565864/harmonised/GCST90565864.h.tsv.gz		GCST90565864.h.tsv.gz	83af18146f4bd86094d9c5ad28b453db9438bc7806b35e1c0522c42c1596b779	sha256	342250936	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.99554	estimated_from_source_maf	sd	total	analysis_level	44048				selected_ready_source	
4037	GCST90565865	GCST90565865	Hand grip strength decline (difference score)	Hand grip strength decline (difference score)	aging rate, grip strength measurement	OBA:0005494, http://www.ebi.ac.uk/efo/EFO_0006941	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565865/harmonised/GCST90565865.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565865/harmonised/GCST90565865.h.tsv.gz		GCST90565865.h.tsv.gz	339ce0779198b37235864112d77b25986afb6e503185d207fa95fa80e42edbdb	sha256	342832541	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.982769	estimated_from_source_maf	sd	total	analysis_level	71943				selected_ready_source	
4038	GCST90565869	GCST90565869	Major depressive disorder	Major depressive disorder	major depressive disorder	MONDO:0002009	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565869/harmonised/GCST90565869.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565869/harmonised/GCST90565869.h.tsv.gz		GCST90565869.h.tsv.gz	dfad9a5b6a359f08d783d4f36ed2ac3485babc4b134e0d6657709ae48ea2414f	sha256	378860307	GRCh38	EBI GWAS Catalog terms of use		40858613		Thomas JT	European		unassigned	log_or		binary_trait	log_or	case_control	analysis_level	289992	130471	159521		excluded: ancestry_unassigned: gate_reason=residual	true
4039	GCST90565870	GCST90565870	Major depressive disorder	Major depressive disorder	major depressive disorder	MONDO:0002009	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565870/harmonised/GCST90565870.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565870/harmonised/GCST90565870.h.tsv.gz		GCST90565870.h.tsv.gz	3fe266e5cb9cf8b19f23158ba10bf4594b7cd34fed12def092097e06c76211c6	sha256	378429921	GRCh38	EBI GWAS Catalog terms of use		40858613		Thomas JT	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	196990	64805	132185		selected_ready_source	
