analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error
GCST90104934	36442731	Sulcal opening distance of the left superior temporal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104934/harmonised/GCST90104934.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104934/harmonised/GCST90104934.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104934/harmonised/GCST90104934.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104934/harmonised/GCST90104934.h.tsv.gz-meta.yaml	164606091	1528	967f0cc652a87c0484bd63b4c38e9dcc47999d8e4a6a364edbf07e7452387c2c	
GCST90104935	36442731	Sulcal opening distance of the left calloso-marginal posterior fissure	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104935/harmonised/GCST90104935.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104935/harmonised/GCST90104935.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104935/harmonised/GCST90104935.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104935/harmonised/GCST90104935.h.tsv.gz-meta.yaml	164353570	1374	fe6d1f4ccdd243cd1a070f7d8c69a55380ff87b795a0ac432dc7a53a9ef4b009	
GCST90104936	36442731	Sulcal opening distance of the left anterior inferior temporal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104936/harmonised/GCST90104936.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104936/harmonised/GCST90104936.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104936/harmonised/GCST90104936.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104936/harmonised/GCST90104936.h.tsv.gz-meta.yaml	164592164	1373	cf9f672f8a7d9306a2370c4ddb452d57619ef5e9a9b2a4de3acc88eea95c1428	
GCST90104937	36442731	Sulcal opening distance of the left superior frontal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104937/harmonised/GCST90104937.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104937/harmonised/GCST90104937.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104937/harmonised/GCST90104937.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104937/harmonised/GCST90104937.h.tsv.gz-meta.yaml	164492895	1363	ca317dceca29f50e9f973769dd68a51d562a5ccc3e0181ef113bcdc686766b63	
GCST90104938	36442731	Sulcal opening distance of the left posterior lateral fissure	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104938/harmonised/GCST90104938.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104938/harmonised/GCST90104938.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104938/harmonised/GCST90104938.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104938/harmonised/GCST90104938.h.tsv.gz-meta.yaml	164587467	1529	2ddd2d77871ea26a45915be80b1dfc31a045d095ec44ec6d00bf8a12cd0319e4	
GCST90104939	36442731	Sulcal opening distance of the left intraparietal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104939/harmonised/GCST90104939.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104939/harmonised/GCST90104939.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104939/harmonised/GCST90104939.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104939/harmonised/GCST90104939.h.tsv.gz-meta.yaml	164539161	1360	3dfabb4c44f129fc8eab108141ecd3a9f479bbe3dc4885f11adbe502b2fa0153	
GCST90104940	36442731	Sulcal opening distance of the left inferior frontal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104940/harmonised/GCST90104940.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104940/harmonised/GCST90104940.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104940/harmonised/GCST90104940.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104940/harmonised/GCST90104940.h.tsv.gz-meta.yaml	164555137	1527	55cae0d969496862cac3916402090ee760b9817bf50ceaee3f4d2e74b7dfdb48	
GCST90104941	36442731	Sulcal opening distance of the right posterior inferior temporal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104941/harmonised/GCST90104941.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104941/harmonised/GCST90104941.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104941/harmonised/GCST90104941.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104941/harmonised/GCST90104941.h.tsv.gz-meta.yaml	164625205	1539	76aeb9533e69ccc2c485a9d63046e0ad379a2476e198d38581be90762d9bff49	
GCST90104942	36442731	Sulcal opening distance of the right sub-parietal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104942/harmonised/GCST90104942.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104942/harmonised/GCST90104942.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104942/harmonised/GCST90104942.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104942/harmonised/GCST90104942.h.tsv.gz-meta.yaml	192510834	1525	7e2622bc60882523b70ca7b3e9c15608cd2e3d737d2bfd45718c98a363c501ca	
GCST90104943	36442731	Sulcal opening distance of the right central sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104943/harmonised/GCST90104943.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104943/harmonised/GCST90104943.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104943/harmonised/GCST90104943.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104943/harmonised/GCST90104943.h.tsv.gz-meta.yaml	164490988	1355	e2c64fe90de8e86edca44a23dcf897fc1e180957afe0f96489d3f23c00c574e4	
GCST90104944	36442731	Sulcal opening distance of the right calloso-marginal anterior fissure	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104944/harmonised/GCST90104944.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104944/harmonised/GCST90104944.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104944/harmonised/GCST90104944.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104944/harmonised/GCST90104944.h.tsv.gz-meta.yaml	164419301	1538	676a5ae8e38a62becb10d6f706e1763654fedd1c59e370077a2d3518174b7010	
GCST90104945	36442731	Sulcal opening distance of the right superior temporal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104945/harmonised/GCST90104945.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104945/harmonised/GCST90104945.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104945/harmonised/GCST90104945.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104945/harmonised/GCST90104945.h.tsv.gz-meta.yaml	192580443	1529	357d97923ea53db6db2fa8040dba69811434e65415eeca8ecb6eac2dc189eb10	
GCST90104946	36442731	Sulcal opening distance of the right calloso-marginal posterior fissure	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104946/harmonised/GCST90104946.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104946/harmonised/GCST90104946.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104946/harmonised/GCST90104946.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104946/harmonised/GCST90104946.h.tsv.gz-meta.yaml	192438988	1539	9925015770e456bcc6cb446e9b9b34220a2ed3f63485e0d60c1057a29e7cc9d7	
GCST90104947	36442731	Sulcal opening distance of the right anterior inferior temporal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104947/harmonised/GCST90104947.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104947/harmonised/GCST90104947.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104947/harmonised/GCST90104947.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104947/harmonised/GCST90104947.h.tsv.gz-meta.yaml	164607304	1538	122512d935dc32984471372ef9d18084d1205cf46f714d3b1aaa34e2879baa58	
GCST90104948	36442731	Sulcal opening distance of the right superior frontal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104948/harmonised/GCST90104948.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104948/harmonised/GCST90104948.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104948/harmonised/GCST90104948.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104948/harmonised/GCST90104948.h.tsv.gz-meta.yaml	164514803	1528	394068b082b827e881b8f2b2fba007bed63e5c1e6df0a1828db576683a018df9	
GCST90104949	36442731	Sulcal opening distance of the right posterior lateral fissure	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104949/harmonised/GCST90104949.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104949/harmonised/GCST90104949.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104949/harmonised/GCST90104949.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104949/harmonised/GCST90104949.h.tsv.gz-meta.yaml	164578184	1366	515c551b05fadd9c8adca2c47a363ec993356cee1bf74d487a3068324f077f0d	
GCST90104950	36442731	Sulcal opening distance of the right intraparietal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104950/harmonised/GCST90104950.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104950/harmonised/GCST90104950.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104950/harmonised/GCST90104950.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104950/harmonised/GCST90104950.h.tsv.gz-meta.yaml	164556796	1525	8b46772a78cb346962b9c4122a889e3c3a7cd87dd702ff4b446e91e8646a50a3	
GCST90104951	36442731	Sulcal opening distance of the right inferior frontal sulcus	quantitative	18101	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104951/harmonised/GCST90104951.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104951/harmonised/GCST90104951.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104951/harmonised/GCST90104951.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104951/harmonised/GCST90104951.h.tsv.gz-meta.yaml	164547746	1528	a7e5abaed39aa64b348f2d72c82bfb8e2c23f1c2b575664f6ea517d0c4a4469c	
GCST90105075	35842455	Total cerebellar volume	quantitative	27486	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105075/harmonised/GCST90105075.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105075/harmonised/GCST90105075.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105075/harmonised/GCST90105075.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105075/harmonised/GCST90105075.h.tsv.gz-meta.yaml	307440386	650	088266482aac6913e3a3d3488715a9fd057504710cbd5249d0dde22c466113dc	
GCST90105076	35842455	Total cerebral volume	quantitative	27486	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105076/harmonised/GCST90105076.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105076/harmonised/GCST90105076.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105076/harmonised/GCST90105076.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105076/harmonised/GCST90105076.h.tsv.gz-meta.yaml	308142496	648	e3fd8e7dc093e03727a516df09730754875429dd6a52f2cd9a191822ea8c8194	
GCST90105077	35842455	Total subcortical volume	quantitative	27486	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105077/harmonised/GCST90105077.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90105001-GCST90106000/GCST90105077/harmonised/GCST90105077.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105077/harmonised/GCST90105077.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90105001-GCST90106000/GCST90105077/harmonised/GCST90105077.h.tsv.gz-meta.yaml	305927862	651	32688eff402414bcedcc8168498d0416504d97901a81760e22518db3b35fb070	
GCST90128454	36085083	Chronic kidney disease	case-control	22184	missing_remote_harmonised_yaml								
GCST90128455	36085083	Chronic nonalcoholic liver disease	case-control	22185	missing_remote_harmonised_yaml								
GCST90128456	36085083	Ischemic heart disease	case-control	22185	missing_remote_harmonised_yaml								
GCST90128457	36085083	Skin cancer	case-control	22186	missing_remote_harmonised_yaml								
GCST90128518	34651315	Gallstone disease	case-control	550437	already_present	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90128001-GCST90129000/GCST90128518/harmonised/GCST90128518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90128001-GCST90129000/GCST90128518/harmonised/GCST90128518.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90128001-GCST90129000/GCST90128518/harmonised/GCST90128518.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90128001-GCST90129000/GCST90128518/harmonised/GCST90128518.h.tsv.gz-meta.yaml	908232174	2837	99864162364871b89b46d0fb359d0fa04d726d19910b0e917ecbdf989180128a	
GCST90128540	36051697	COVID-19	case-control	1126	missing_remote_harmonised_yaml								
GCST90129428	37219871	Arthrosis of first carpometacarpal joint	case-control	203276	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129428/harmonised/GCST90129428.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129428/harmonised/GCST90129428.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129428/harmonised/GCST90129428.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129428/harmonised/GCST90129428.h.tsv.gz-meta.yaml	431823078	2269	3aabd7d6262195a804de33718427fe5156a42b7a53c66d264e945dd43f2c26f2	
GCST90129429	37219871	Arthrosis and/or arthritis	case-control	238195	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129429/harmonised/GCST90129429.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129429/harmonised/GCST90129429.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129429/harmonised/GCST90129429.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129429/harmonised/GCST90129429.h.tsv.gz-meta.yaml	433899423	2271	704c4486bf58095b081d680813c04cd6272e9aad85693c87860df83baeb18af9	
GCST90129430	37219871	Chronic back pain	case-control	251857	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129430/harmonised/GCST90129430.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129430/harmonised/GCST90129430.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129430/harmonised/GCST90129430.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129430/harmonised/GCST90129430.h.tsv.gz-meta.yaml	444027021	2245	63ed08a5b82c2809f32c98107b1fcd1ab36a3ce770705e99bec3026979adcef8	
GCST90129431	37219871	Chest pain or discomfort (UKB data field 2335)	case-control	431571	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129431/harmonised/GCST90129431.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129431/harmonised/GCST90129431.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129431/harmonised/GCST90129431.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129431/harmonised/GCST90129431.h.tsv.gz-meta.yaml	434229443	2275	2e59f9e1e21364cda1e658e9b1cc314f41bd144b7a84615d7d13f712e31610c1	
GCST90129432	37219871	Chest pain felt during physical activity (UKB data field 6015)	case-control	63982	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129432/harmonised/GCST90129432.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129432/harmonised/GCST90129432.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129432/harmonised/GCST90129432.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129432/harmonised/GCST90129432.h.tsv.gz-meta.yaml	431526519	2289	9efd9d0031c6a7a9a3dce18ed17285e3bbf315c1ed25de162d2d729ff61c7f5d	
GCST90129433	37219871	Crohn's disease	case-control	202856	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129433/harmonised/GCST90129433.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129433/harmonised/GCST90129433.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129433/harmonised/GCST90129433.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129433/harmonised/GCST90129433.h.tsv.gz-meta.yaml	441984472	2244	373ea86928e986e527f32971127975e2c834415998f585f9c3f0c48bb1b19e9e	
GCST90129434	37219871	Carpal tunnel syndrome	case-control	435971	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129434/harmonised/GCST90129434.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129434/harmonised/GCST90129434.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129434/harmonised/GCST90129434.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129434/harmonised/GCST90129434.h.tsv.gz-meta.yaml	432033339	2251	4b61d88b728730643c534fc70a6cd89aa7eece4844eaab99e367cb109ab29be5	
GCST90129435	37219871	Cystitis	case-control	204624	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129435/harmonised/GCST90129435.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129435/harmonised/GCST90129435.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129435/harmonised/GCST90129435.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129435/harmonised/GCST90129435.h.tsv.gz-meta.yaml	441741920	2237	a8a148fc4d452cac95dfd2143552ea592a2c9768e082727678d931ad71b2583c	
GCST90129436	37219871	Diabetic neuropathy	case-control	435971	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129436/harmonised/GCST90129436.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129436/harmonised/GCST90129436.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129436/harmonised/GCST90129436.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129436/harmonised/GCST90129436.h.tsv.gz-meta.yaml	431440451	2098	75f696197d43233a894bc226ee75a2ca92993eef5158cc6a54e04989a287f3bf	
GCST90129437	37219871	Enthesopathies of lower limb	case-control	202713	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129437/harmonised/GCST90129437.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129437/harmonised/GCST90129437.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129437/harmonised/GCST90129437.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129437/harmonised/GCST90129437.h.tsv.gz-meta.yaml	431991852	2258	6ec85a62eabd512affea98d9c9d1d180ec248b490e52d98bfbf4f86a15e7bce0	
GCST90129438	37219871	Enthesopathies, excluding lower limb	case-control	203831	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129438/harmonised/GCST90129438.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129438/harmonised/GCST90129438.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129438/harmonised/GCST90129438.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129438/harmonised/GCST90129438.h.tsv.gz-meta.yaml	442705820	2266	dd5160e1d59b4d020e948bbce564d49e6c2fa2b05e84f5b3f2278cb866c19266	
GCST90129439	37219871	Fibromyalgia	case-control	435971	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129439/harmonised/GCST90129439.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129439/harmonised/GCST90129439.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129439/harmonised/GCST90129439.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129439/harmonised/GCST90129439.h.tsv.gz-meta.yaml	432083680	2242	bc9ac0abb741ebd578f3c5c10352f921637787b100046f55c8380bdb3b780aa1	
GCST90129440	37219871	Gastritis	case-control	221716	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129440/harmonised/GCST90129440.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129440/harmonised/GCST90129440.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129440/harmonised/GCST90129440.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129440/harmonised/GCST90129440.h.tsv.gz-meta.yaml	433425579	2239	a92cc2c75a74952b8e99e3b2e736d044dc2e965d886884ea4aa230c58984572e	
