analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error
GCST90012016	33067605	Platelet-derived growth factor subunit B levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012016/harmonised/33067605-GCST90012016-EFO_0008264.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012016/harmonised/33067605-GCST90012016-EFO_0008264.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012016/harmonised/33067605-GCST90012016-EFO_0008264.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012016/harmonised/33067605-GCST90012016-EFO_0008264.h.tsv.gz-meta.yaml	576501015	820	f74d54a3ad23eb6fd835410829a6fab9dec31dc9a185bfc6fd25823961728edd	
GCST90012017	33067605	Interleukin-27 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012017/harmonised/33067605-GCST90012017-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012017/harmonised/33067605-GCST90012017-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012017/harmonised/33067605-GCST90012017-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012017/harmonised/33067605-GCST90012017-EFO_0004747.h.tsv.gz-meta.yaml	576510188	794	c4f931a0913b862655714048e0d983d9b5c988d89cb16b88f56ba6620de925df	
GCST90012018	33067605	Macrophage colony-stimulating factor 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012018/harmonised/33067605-GCST90012018-EFO_0008217.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012018/harmonised/33067605-GCST90012018-EFO_0008217.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012018/harmonised/33067605-GCST90012018-EFO_0008217.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012018/harmonised/33067605-GCST90012018-EFO_0008217.h.tsv.gz-meta.yaml	557231161	818	f92de6421d67bcdee2e8acbb9dd883dbdfd40db71faf36099a438d8a1320beff	
GCST90012019	33067605	C-X-C motif chemokine 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012019/harmonised/33067605-GCST90012019-EFO_0008083.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012019/harmonised/33067605-GCST90012019-EFO_0008083.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012019/harmonised/33067605-GCST90012019-EFO_0008083.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012019/harmonised/33067605-GCST90012019-EFO_0008083.h.tsv.gz-meta.yaml	570634140	803	873ad476c463581053a04e5fbe72d1a54c1574a307f4ef8c9080014509680962	
GCST90012020	33067605	Lectin-like oxidized LDL receptor 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012020/harmonised/33067605-GCST90012020-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012020/harmonised/33067605-GCST90012020-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012020/harmonised/33067605-GCST90012020-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012020/harmonised/33067605-GCST90012020-EFO_0004747.h.tsv.gz-meta.yaml	576613331	815	91d58316cf4b780d9eb5339987a1072c3a7ceab766ce48075a4b968fa52d486b	
GCST90012021	33067605	TNF-related apoptosis-inducing ligand receptor 2 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012021/harmonised/33067605-GCST90012021-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012021/harmonised/33067605-GCST90012021-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012021/harmonised/33067605-GCST90012021-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012021/harmonised/33067605-GCST90012021-EFO_0004747.h.tsv.gz-meta.yaml	576251765	837	f10db460235575c7643f9bbef35a77ea8624f4fa279f4bc06c1969970d173ca9	
GCST90012022	33067605	Fibroblast growth factor 23 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012022/harmonised/33067605-GCST90012022-EFO_0009381.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012022/harmonised/33067605-GCST90012022-EFO_0009381.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012022/harmonised/33067605-GCST90012022-EFO_0009381.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012022/harmonised/33067605-GCST90012022-EFO_0009381.h.tsv.gz-meta.yaml	576547995	807	a376a853d1847b2c4f563d25953629339f10481e7560435095d87bcff381ff3d	
GCST90012023	33067605	Stem cell factor levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012023/harmonised/33067605-GCST90012023-EFO_0008291.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012023/harmonised/33067605-GCST90012023-EFO_0008291.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012023/harmonised/33067605-GCST90012023-EFO_0008291.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012023/harmonised/33067605-GCST90012023-EFO_0008291.h.tsv.gz-meta.yaml	576436818	796	b609c095fe3a7dd170d41cb433e318386d2855c3d277ff765c2819d74cfd4a0d	
GCST90012024	33067605	Interleukin-18 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012024/harmonised/33067605-GCST90012024-EFO_0004581.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012024/harmonised/33067605-GCST90012024-EFO_0004581.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012024/harmonised/33067605-GCST90012024-EFO_0004581.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012024/harmonised/33067605-GCST90012024-EFO_0004581.h.tsv.gz-meta.yaml	576607163	794	3ae1ab34888f8100f2ca5028d63327e13a3922856b8a9c346b34bf25cadc3226	
GCST90012025	33067605	Interleukin-6 receptor subunit alpha levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012025/harmonised/33067605-GCST90012025-EFO_0008187.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012025/harmonised/33067605-GCST90012025-EFO_0008187.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012025/harmonised/33067605-GCST90012025-EFO_0008187.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012025/harmonised/33067605-GCST90012025-EFO_0008187.h.tsv.gz-meta.yaml	579388255	816	e15eb068acf7fdc9059cad050f7f110dfdecaec5959b3289735ee4bb6d608346	
GCST90012026	33067605	Tumor necrosis factor receptor 2 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012026/harmonised/33067605-GCST90012026-EFO_0008384.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012026/harmonised/33067605-GCST90012026-EFO_0008384.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012026/harmonised/33067605-GCST90012026-EFO_0008384.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012026/harmonised/33067605-GCST90012026-EFO_0008384.h.tsv.gz-meta.yaml	579256051	812	146b731dd3563423c700be94a0e0c813080818b7f0a4088b2a1b8472017fe171	
GCST90012027	33067605	Matrix metalloproteinase-3 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012027/harmonised/33067605-GCST90012027-EFO_0004744.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012027/harmonised/33067605-GCST90012027-EFO_0004744.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012027/harmonised/33067605-GCST90012027-EFO_0004744.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012027/harmonised/33067605-GCST90012027-EFO_0004744.h.tsv.gz-meta.yaml	573500410	806	7edadb69a986b34f2fa20e23d19fbb558721429ddc4ae0512a6f85a836bed88b	
GCST90012028	33067605	Heat shock 27 kDa protein levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012028/harmonised/33067605-GCST90012028-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012028/harmonised/33067605-GCST90012028-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012028/harmonised/33067605-GCST90012028-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012028/harmonised/33067605-GCST90012028-EFO_0004747.h.tsv.gz-meta.yaml	569776965	805	3e7fa6aeb72c410e47e18eefcdcc2949eb04db4b1300b3ab3338cc4c0a8159a6	
GCST90012029	33067605	Tumor necrosis factor ligand superfamily member 14 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012029/harmonised/33067605-GCST90012029-EFO_0010613.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012029/harmonised/33067605-GCST90012029-EFO_0010613.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012029/harmonised/33067605-GCST90012029-EFO_0010613.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012029/harmonised/33067605-GCST90012029-EFO_0010613.h.tsv.gz-meta.yaml	549897767	830	92ef6a92345a3e571c06f365430ca3676242a65f1df1e288b78cda0e5433cc8f	
GCST90012030	33067605	Prolactin levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012030/harmonised/33067605-GCST90012030-EFO_0007003.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012030/harmonised/33067605-GCST90012030-EFO_0007003.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012030/harmonised/33067605-GCST90012030-EFO_0007003.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012030/harmonised/33067605-GCST90012030-EFO_0007003.h.tsv.gz-meta.yaml	443031464	789	703405d37138e9d1ae559125084f0708550b0ec22b9465ede602554d30e9518a	
GCST90012031	33067605	Myeloperoxidase levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012031/harmonised/33067605-GCST90012031-EFO_0005243.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012031/harmonised/33067605-GCST90012031-EFO_0005243.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012031/harmonised/33067605-GCST90012031-EFO_0005243.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012031/harmonised/33067605-GCST90012031-EFO_0005243.h.tsv.gz-meta.yaml	579484939	795	ef946f79e0a5a317b4e65f0b9f0d7b69aab40021d367cce4228f591fc0a06ca4	
GCST90012032	33067605	Growth hormone levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012032/harmonised/33067605-GCST90012032-EFO_0008438.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012032/harmonised/33067605-GCST90012032-EFO_0008438.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012032/harmonised/33067605-GCST90012032-EFO_0008438.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012032/harmonised/33067605-GCST90012032-EFO_0008438.h.tsv.gz-meta.yaml	576356854	794	fbb91acdfbcb81530c5135b4be9e5bb3314e3016cff6d6faece1cd7fdef7b2bb	
GCST90012033	33067605	Matrix metalloproteinase-1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012033/harmonised/33067605-GCST90012033-EFO_0010588.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012033/harmonised/33067605-GCST90012033-EFO_0010588.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012033/harmonised/33067605-GCST90012033-EFO_0010588.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012033/harmonised/33067605-GCST90012033-EFO_0010588.h.tsv.gz-meta.yaml	556774065	806	ef5f279c3114c75df49acce5a79f45a27d0875208a7bbb3550edb36aadf62c5c	
GCST90012034	33067605	Resistin levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012034/harmonised/33067605-GCST90012034-EFO_0004819.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012034/harmonised/33067605-GCST90012034-EFO_0004819.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012034/harmonised/33067605-GCST90012034-EFO_0004819.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012034/harmonised/33067605-GCST90012034-EFO_0004819.h.tsv.gz-meta.yaml	579465301	788	ed72a364f33ccab7c6b0d9e0c1ad951c2b807b830619c13058d33669539eba28	
GCST90012035	33067605	Tumor necrosis factor receptor superfamily member 6 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012035/harmonised/33067605-GCST90012035-EFO_0010610.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012035/harmonised/33067605-GCST90012035-EFO_0010610.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012035/harmonised/33067605-GCST90012035-EFO_0010610.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012035/harmonised/33067605-GCST90012035-EFO_0010610.h.tsv.gz-meta.yaml	579419326	831	9f817df9a971ff1f52f7a12de388cfe21ff776c00b0b7f37598bae81f6a64119	
GCST90012036	33067605	Pappalysin-1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012036/harmonised/33067605-GCST90012036-EFO_0010618.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012036/harmonised/33067605-GCST90012036-EFO_0010618.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012036/harmonised/33067605-GCST90012036-EFO_0010618.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012036/harmonised/33067605-GCST90012036-EFO_0010618.h.tsv.gz-meta.yaml	570728711	792	1601b55d5abdf7afec03b22b20fd39d53cc74e542f1b42c93c1decc4098577ee	
GCST90012037	33067605	Pentraxin-related protein PTX3 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012037/harmonised/33067605-GCST90012037-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012037/harmonised/33067605-GCST90012037-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012037/harmonised/33067605-GCST90012037-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012037/harmonised/33067605-GCST90012037-EFO_0004747.h.tsv.gz-meta.yaml	551811340	810	d823b91fe33199a50bb80edf5850c3f90ce6a0065800bcbccc0af57b43d60f19	
GCST90012038	33067605	Renin levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012038/harmonised/33067605-GCST90012038-EFO_0010616.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012038/harmonised/33067605-GCST90012038-EFO_0010616.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012038/harmonised/33067605-GCST90012038-EFO_0010616.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012038/harmonised/33067605-GCST90012038-EFO_0010616.h.tsv.gz-meta.yaml	576583933	785	5572beae633d932b86d27936f6d8df6d05f898aee06e9aa06d734800eb8be1bc	
GCST90012039	33067605	Chitinase-3-like protein 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012039/harmonised/33067605-GCST90012039-EFO_0004869.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012039/harmonised/33067605-GCST90012039-EFO_0004869.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012039/harmonised/33067605-GCST90012039-EFO_0004869.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012039/harmonised/33067605-GCST90012039-EFO_0004869.h.tsv.gz-meta.yaml	579296904	806	5a7ad3d97bffd822bc3848d96ac83f826804954c480ba420260c9fb4ed8ab08e	
GCST90012040	33067605	ST2 protein levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012040/harmonised/33067605-GCST90012040-EFO_0010599.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012040/harmonised/33067605-GCST90012040-EFO_0010599.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012040/harmonised/33067605-GCST90012040-EFO_0010599.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012040/harmonised/33067605-GCST90012040-EFO_0010599.h.tsv.gz-meta.yaml	567907984	791	fca0011142470b2f133b1e73c4b2c23989b9824816718ee17604c6c18142e95c	
GCST90012041	33067605	Kidney injury molecule 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012041/harmonised/33067605-GCST90012041-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012041/harmonised/33067605-GCST90012041-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012041/harmonised/33067605-GCST90012041-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012041/harmonised/33067605-GCST90012041-EFO_0004747.h.tsv.gz-meta.yaml	576244707	804	4a70ee294c8f6c7e3f5bd53c581268f1b1a2a15bd694f12e5662ad07d95e0906	
GCST90012042	33067605	beta-nerve growth factor levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012042/harmonised/33067605-GCST90012042-EFO_0008035.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012042/harmonised/33067605-GCST90012042-EFO_0008035.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012042/harmonised/33067605-GCST90012042-EFO_0008035.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012042/harmonised/33067605-GCST90012042-EFO_0008035.h.tsv.gz-meta.yaml	507610748	804	d8a9ca5698869db5d59367fae4241f8124ce62d0c89a1b02cfca77d4fe6690b8	
GCST90012043	33067605	Membrane-bound aminopeptidase P levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012043/harmonised/33067605-GCST90012043-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012043/harmonised/33067605-GCST90012043-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012043/harmonised/33067605-GCST90012043-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012043/harmonised/33067605-GCST90012043-EFO_0004747.h.tsv.gz-meta.yaml	378526827	811	fbfe73fe6d22c22e0fa4dd4582d59ea63cef041cd2a1fa224f09d2b3074cac9c	
GCST90012044	33067605	TNF-related activation-induced cytokine levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012044/harmonised/33067605-GCST90012044-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012044/harmonised/33067605-GCST90012044-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012044/harmonised/33067605-GCST90012044-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012044/harmonised/33067605-GCST90012044-EFO_0004747.h.tsv.gz-meta.yaml	557144308	819	39bc96df5ddac66d800f4eade863ad2c9c660ea4b56046d98627b6fb3f193c8c	
GCST90012045	33067605	Hepatocyte growth factor levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012045/harmonised/33067605-GCST90012045-EFO_0006903.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012045/harmonised/33067605-GCST90012045-EFO_0006903.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012045/harmonised/33067605-GCST90012045-EFO_0006903.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012045/harmonised/33067605-GCST90012045-EFO_0006903.h.tsv.gz-meta.yaml	556612648	804	6dca72bee09f5cf4ed6d9050624be2bb359adc98b0936781d4d3dafde51e3246	
GCST90012046	33067605	P-selectin glycoprotein ligand 1 levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012046/harmonised/33067605-GCST90012046-EFO_0004747.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012046/harmonised/33067605-GCST90012046-EFO_0004747.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012046/harmonised/33067605-GCST90012046-EFO_0004747.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012046/harmonised/33067605-GCST90012046-EFO_0004747.h.tsv.gz-meta.yaml	567716573	812	a22f71c802ad2034b5fb6925f363bc6989aba86dfdb6baedac9baa13933e41e3	
GCST90012047	33067605	Myoglobin levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012047/harmonised/33067605-GCST90012047-EFO_0005057.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012047/harmonised/33067605-GCST90012047-EFO_0005057.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012047/harmonised/33067605-GCST90012047-EFO_0005057.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012047/harmonised/33067605-GCST90012047-EFO_0005057.h.tsv.gz-meta.yaml	579223355	789	eb73f193bd3872f59e4cfed5367bc5f61dc2e9fecd96d792505848d63e61eeff	
