analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error	stratum
GCST90503108	40164604	Atopic dermatitis	case-control	658426	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90503001-GCST90504000/GCST90503108/harmonised/GCST90503108.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90503001-GCST90504000/GCST90503108/harmonised/GCST90503108.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90503001-GCST90504000/GCST90503108/harmonised/GCST90503108.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90503001-GCST90504000/GCST90503108/harmonised/GCST90503108.h.tsv.gz-meta.yaml	2939978887	3946	23cb1e52ffec5522321e3f5c9ef4b18ede059bec6094e610880f4a9203188018		case_control_decile_10
GCST90559190	41054853	Average radial strain on AHA 4	quantitative	32066	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90559001-GCST90560000/GCST90559190/harmonised/GCST90559190.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90559001-GCST90560000/GCST90559190/harmonised/GCST90559190.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90559001-GCST90560000/GCST90559190/harmonised/GCST90559190.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90559001-GCST90560000/GCST90559190/harmonised/GCST90559190.h.tsv.gz-meta.yaml	4822134	3611	9967b2717f08ca8c4458b471f27ca54c10f66dce104d2824418202305177c97d		quant_decile_1
GCST90565871	40858613	Major depressive disorder x sex interaction (full X chromosome dosage compensation)	case-control	486982	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565871/harmonised/GCST90565871.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565871/harmonised/GCST90565871.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565871/harmonised/GCST90565871.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565871/harmonised/GCST90565871.h.tsv.gz-meta.yaml	329444995	4115	cd25e71f21e7072bf6d1446b60c293df8eec6cff4c1f40161901c0ca04ae45d4		explicit_edge_case
GCST90565872	40858613	Major depressive disorder x sex interaction (no X chromosome dosage compensation)	case-control	486982	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565872/harmonised/GCST90565872.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565872/harmonised/GCST90565872.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565872/harmonised/GCST90565872.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565872/harmonised/GCST90565872.h.tsv.gz-meta.yaml	329444995	4164	cd25e71f21e7072bf6d1446b60c293df8eec6cff4c1f40161901c0ca04ae45d4		explicit_edge_case
GCST90566698	40360725	Household income	quantitative	327402	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566698/harmonised/GCST90566698.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566698/harmonised/GCST90566698.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566698/harmonised/GCST90566698.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566698/harmonised/GCST90566698.h.tsv.gz-meta.yaml	469231360	1281	75ddc1da0c3769ebe2f8e65225b54226a734135c16b1c4897ff7e35e3f05105e		quant_decile_8
GCST90566705	40360725	Social deprivation	quantitative	440350	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566705/harmonised/GCST90566705.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566705/harmonised/GCST90566705.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566705/harmonised/GCST90566705.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566705/harmonised/GCST90566705.h.tsv.gz-meta.yaml	576539048	1494	087da72857e893e6f744baad4cd6f96574325c87353712a6d85c10f7de7200b5		quant_decile_9
GCST90566707	40360725	General factor of Socioeconomic status	quantitative	665662	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566707/harmonised/GCST90566707.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566707/harmonised/GCST90566707.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566707/harmonised/GCST90566707.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566707/harmonised/GCST90566707.h.tsv.gz-meta.yaml	419981150	1391	0e5a0cd959658c8a64d8db371a136b4dddb4ba6cd5a5a47b50edb0fa3a4312fc		quant_decile_8
GCST90566741	39927731	Estimated glomerular filtration rate based on creatinine (2009 formula) in chronic kidney disease	quantitative	23016	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566741/harmonised/GCST90566741.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566741/harmonised/GCST90566741.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566741/harmonised/GCST90566741.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566741/harmonised/GCST90566741.h.tsv.gz-meta.yaml	336417003	908	9d12e296292c7bf86fae503596f37c0b4d02a493a9322d04ede52a987b9ff3a2		quant_decile_7
GCST90566755	39927731	Estimated glomerular filtration rate based on creatinine and cystatin C in top 1% of individuals by creatinine levels	quantitative	4017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566755/harmonised/GCST90566755.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90566001-GCST90567000/GCST90566755/harmonised/GCST90566755.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566755/harmonised/GCST90566755.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90566001-GCST90567000/GCST90566755/harmonised/GCST90566755.h.tsv.gz-meta.yaml	336310299	927	8afb1f0bfc96e9764ec5a0c4a2cf8ee1e7aba968add23bb3d432fe250e928c5c		quant_decile_6
GCST90572714	35113692	Dorsolateral prefrontal area	quantitative	32488	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572714/harmonised/GCST90572714.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572714/harmonised/GCST90572714.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90572001-GCST90573000/GCST90572714/harmonised/GCST90572714.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90572001-GCST90573000/GCST90572714/harmonised/GCST90572714.h.tsv.gz-meta.yaml	233547591	860	dd0103f695408407f31a22d043a03f509d7a26d3f7dfc6b19bf2247d70546d5c		quant_decile_4
GCST90572735	40849414	Strabismus	case-control	975385	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572735/harmonised/GCST90572735.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90572001-GCST90573000/GCST90572735/harmonised/GCST90572735.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90572001-GCST90573000/GCST90572735/harmonised/GCST90572735.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90572001-GCST90573000/GCST90572735/harmonised/GCST90572735.h.tsv.gz-meta.yaml	573721773	640	feaafdbab1ce4f4a22b95d2aea122dbc1faadc84831054c2acf1e2da6ddd32ce		case_control_decile_8
GCST90624411	40645996	Atrial fibrillation	case-control	2584013	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624411/harmonised/GCST90624411.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624411/harmonised/GCST90624411.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624411/harmonised/GCST90624411.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624411/harmonised/GCST90624411.h.tsv.gz-meta.yaml	1720310142	1218	d883b43c524ec179232d055435071d4125f2bb1abbeffa19d3bb3d924d2ddeeb		case_control_decile_10
GCST90624704	41062462	Body mass index	quantitative	128703	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624704/harmonised/GCST90624704.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624704/harmonised/GCST90624704.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624704/harmonised/GCST90624704.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624704/harmonised/GCST90624704.h.tsv.gz-meta.yaml	388828307	1717	9d21dc27c45ae82cc497c7b8ca013807265caa5c80f977a77e4748e6a17f06b3		explicit_edge_case
GCST90624705	41062462	Body mass index	quantitative	67832	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624705/harmonised/GCST90624705.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90624001-GCST90625000/GCST90624705/harmonised/GCST90624705.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624705/harmonised/GCST90624705.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90624001-GCST90625000/GCST90624705/harmonised/GCST90624705.h.tsv.gz-meta.yaml	388828307	1714	9d21dc27c45ae82cc497c7b8ca013807265caa5c80f977a77e4748e6a17f06b3		explicit_edge_case
GCST90627763	41644669	Thyroid cancer	case-control	2106366	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627763/harmonised/GCST90627763.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627763/harmonised/GCST90627763.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627763/harmonised/GCST90627763.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627763/harmonised/GCST90627763.h.tsv.gz-meta.yaml	496244063	901	07a610a1f41985eace8e505daefc1eac11a76719274d208e12ad5bc5d26d4787		case_control_decile_7
GCST90627767	41644669	Graves' disease	case-control	1804785	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627767/harmonised/GCST90627767.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627767/harmonised/GCST90627767.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627767/harmonised/GCST90627767.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627767/harmonised/GCST90627767.h.tsv.gz-meta.yaml	470909661	1844	d9153616d9b162e1de3032a283013f9795bc0982616fe9a0d8f5c82f91a1347d		case_control_decile_7
GCST90627773	41644669	Thyroid cancer vs benign nodular goiter	case-control	31572	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627773/harmonised/GCST90627773.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90627001-GCST90628000/GCST90627773/harmonised/GCST90627773.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627773/harmonised/GCST90627773.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90627001-GCST90628000/GCST90627773/harmonised/GCST90627773.h.tsv.gz-meta.yaml	285740293	1878	9137595c0632e82193c42f047395c0e33c907695869c7357f8c09e7e001381bd		case_control_decile_4
GCST90628007	40593737	Odor identification (banana)	quantitative	10136	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90628001-GCST90629000/GCST90628007/harmonised/GCST90628007.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90628001-GCST90629000/GCST90628007/harmonised/GCST90628007.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90628001-GCST90629000/GCST90628007/harmonised/GCST90628007.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90628001-GCST90629000/GCST90628007/harmonised/GCST90628007.h.tsv.gz-meta.yaml	491148898	637	ba626b1de729f3e099e95273ff1f66569616b77883c45ed140757c9d882dbb63		quant_decile_9
GCST90651074	41419685	Aortic stenosis	case-control	1984229	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90651001-GCST90652000/GCST90651074/harmonised/GCST90651074.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90651001-GCST90652000/GCST90651074/harmonised/GCST90651074.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90651001-GCST90652000/GCST90651074/harmonised/GCST90651074.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90651001-GCST90652000/GCST90651074/harmonised/GCST90651074.h.tsv.gz-meta.yaml	78639342	971	0e56b6c5a2cb81486590fc48269bfbe57872eff344646efa9ede74ae88fed744		case_control_decile_2
GCST90664487	39986329	Female genital tract polyps	case-control	457977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90664001-GCST90665000/GCST90664487/harmonised/GCST90664487.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90664001-GCST90665000/GCST90664487/harmonised/GCST90664487.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90664001-GCST90665000/GCST90664487/harmonised/GCST90664487.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90664001-GCST90665000/GCST90664487/harmonised/GCST90664487.h.tsv.gz-meta.yaml	376211819	805	a82f5adebf3a199ce3fd61153c4fe5c43ef57d33043a28486bcc006d4c9c2f14		case_control_decile_6
GCST90797586	41760662	Right ventricular end systolic volume	quantitative	56225	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90797001-GCST90798000/GCST90797586/harmonised/GCST90797586.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90797001-GCST90798000/GCST90797586/harmonised/GCST90797586.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90797001-GCST90798000/GCST90797586/harmonised/GCST90797586.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90797001-GCST90798000/GCST90797586/harmonised/GCST90797586.h.tsv.gz-meta.yaml	986975574	1106	dfad7bf2b15869154850b7e5f557f5cfa5ac111ded3a1332f015f24db82264b5		quant_decile_10
GCST90809806	41882355	Epstein-Barr virus DNA load in saliva	quantitative	16282	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90809001-GCST90810000/GCST90809806/harmonised/GCST90809806.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90809001-GCST90810000/GCST90809806/harmonised/GCST90809806.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90809001-GCST90810000/GCST90809806/harmonised/GCST90809806.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90809001-GCST90810000/GCST90809806/harmonised/GCST90809806.h.tsv.gz-meta.yaml	400077613	1924	937c416e21113bc02d99038351583620ee00f76893f467213b61bd384d887b69		quant_decile_8
GCST90827693	42017882	Heart failure progression (time to cardiovascular mortality or heart failure hospitalisation)	quantitative	50364	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827693/harmonised/GCST90827693.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90827001-GCST90828000/GCST90827693/harmonised/GCST90827693.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90827001-GCST90828000/GCST90827693/harmonised/GCST90827693.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90827001-GCST90828000/GCST90827693/harmonised/GCST90827693.h.tsv.gz-meta.yaml	303214688	1701	a961927bf9205610bbc64bc5048cfbbaa6bdcbcffc2f89d0cbbff5ec0cb0a7a3		quant_decile_6
GCST90832110	41238566	Glaucoma (primary angle closure)	case-control	797502	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90832001-GCST90833000/GCST90832110/harmonised/GCST90832110.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90832001-GCST90833000/GCST90832110/harmonised/GCST90832110.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90832001-GCST90833000/GCST90832110/harmonised/GCST90832110.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90832001-GCST90833000/GCST90832110/harmonised/GCST90832110.h.tsv.gz-meta.yaml	188439656	1329	ead4970fc33991f2de53fb970bc2137fbf8af2a1f86adad97f661f8606c9ec40		case_control_decile_2
GCST90836776	41619350	Total desmosterol to total cholesterol ratio	quantitative	6309	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90836001-GCST90837000/GCST90836776/harmonised/GCST90836776.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90836001-GCST90837000/GCST90836776/harmonised/GCST90836776.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90836001-GCST90837000/GCST90836776/harmonised/GCST90836776.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90836001-GCST90837000/GCST90836776/harmonised/GCST90836776.h.tsv.gz-meta.yaml	331238372	738	804c537ebf57d41b8c1648c32b92b9776695291e6580d145d6a713bb01ae956f		quant_decile_6
GCST90841074	42230966	Major depressive disorder	case-control	64941	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90841001-GCST90842000/GCST90841074/harmonised/GCST90841074.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90841001-GCST90842000/GCST90841074/harmonised/GCST90841074.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90841001-GCST90842000/GCST90841074/harmonised/GCST90841074.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90841001-GCST90842000/GCST90841074/harmonised/GCST90841074.h.tsv.gz-meta.yaml	206373467	1185	f578e3066dd556608e4a018017bc8dc84baf522282ba97661147ec3a214e3735		case_control_decile_2
GCST90859377	40899795	Post-surgical neuropathic pain	case-control	13600	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90859001-GCST90860000/GCST90859377/harmonised/GCST90859377.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90859001-GCST90860000/GCST90859377/harmonised/GCST90859377.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90859001-GCST90860000/GCST90859377/harmonised/GCST90859377.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90859001-GCST90860000/GCST90859377/harmonised/GCST90859377.h.tsv.gz-meta.yaml	848498172	842	ba4e4970c153123eaec2f4f970c153a1d04f5ebd12a44546d386515b8c0d443c		case_control_decile_9
