analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error	stratum
GCST000553	20045101	CD4:CD8 lymphocyte ratio	quantitative	2538	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST000001-GCST001000/GCST000553/harmonised/20045101-GCST000553-EFO_0004839.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST000001-GCST001000/GCST000553/harmonised/20045101-GCST000553-EFO_0004839.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST000001-GCST001000/GCST000553/harmonised/20045101-GCST000553-EFO_0004839.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST000001-GCST001000/GCST000553/harmonised/20045101-GCST000553-EFO_0004839.h.tsv.gz-meta.yaml	29852313	789	b2e04186f6a430d00246c0c17b2aa16c212a5b4cfe0410a0a22a6c709a8e142a		explicit_edge_case
GCST003966	27918534	Visceral adipose tissue	quantitative	18332	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003966/harmonised/27918534-GCST003966-EFO_0004765.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003966/harmonised/27918534-GCST003966-EFO_0004765.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003966/harmonised/27918534-GCST003966-EFO_0004765.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003966/harmonised/27918534-GCST003966-EFO_0004765.h.tsv.gz-meta.yaml	73609381	884	b5229fcd09541794e23ace59fc8811ee655ab80282634365d82ca443871e893b		quant_decile_1
GCST003967	27918534	Visceral adipose tissue adjusted for BMI	quantitative	18332	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003967/harmonised/27918534-GCST003967-EFO_0004765.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003967/harmonised/27918534-GCST003967-EFO_0004765.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003967/harmonised/27918534-GCST003967-EFO_0004765.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003967/harmonised/27918534-GCST003967-EFO_0004765.h.tsv.gz-meta.yaml	73946551	917	52a5473c60a2f463b96db5ad692f20bf0e2d8795843d10471346fe06120e3470		quant_decile_2
GCST004293	28452372	Glomerular filtration rate (cystatin C)	quantitative	24063	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004293/harmonised/28452372-GCST004293-EFO_0004617.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004293/harmonised/28452372-GCST004293-EFO_0004617.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004293/harmonised/28452372-GCST004293-EFO_0004617.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004293/harmonised/28452372-GCST004293-EFO_0004617.h.tsv.gz-meta.yaml	221110	821	063e0cb96a927be7c65aac4b223a2b92ce9a47fffcd2240a017a8d6b57ace834		quant_decile_1
GCST004441	27989323	Interleukin-18 levels	quantitative	3636	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004441/harmonised/27989323-GCST004441-EFO_0004581.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004441/harmonised/27989323-GCST004441-EFO_0004581.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004441/harmonised/27989323-GCST004441-EFO_0004581.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004441/harmonised/27989323-GCST004441-EFO_0004581.h.tsv.gz-meta.yaml	276691231	786	48e18ef20635cfee9244557e45b1749a92325884bbb4cb3fdea4fa78d728821e		quant_decile_5
GCST004605	27863252	Mean corpuscular hemoglobin concentration	quantitative	172851	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004605/harmonised/27863252-GCST004605-EFO_0004528.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST004001-GCST005000/GCST004605/harmonised/27863252-GCST004605-EFO_0004528.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004605/harmonised/27863252-GCST004605-EFO_0004528.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST004001-GCST005000/GCST004605/harmonised/27863252-GCST004605-EFO_0004528.h.tsv.gz-meta.yaml	1527598313	808	17766218ec09fab27e078d49c032ed179339ebd1467dfd66082a545e26a17f95		quant_decile_10
GCST005522	23459209	Narcolepsy	case-control	12307	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005522/harmonised/23459209-GCST005522-EFO_0000614.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST005001-GCST006000/GCST005522/harmonised/23459209-GCST005522-EFO_0000614.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST005001-GCST006000/GCST005522/harmonised/23459209-GCST005522-EFO_0000614.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST005001-GCST006000/GCST005522/harmonised/23459209-GCST005522-EFO_0000614.h.tsv.gz-meta.yaml	7951562	804	8b0403faefe046ff94042ed353b4960a9f336bb4b4fd7ae61dd63688d884acd8		case_control_decile_1
GCST006339	30053915	Anti-influenza A virus IgG seropositivity	case-control	1000	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006339/harmonised/30053915-GCST006339-EFO_0007038.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006339/harmonised/30053915-GCST006339-EFO_0007038.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006339/harmonised/30053915-GCST006339-EFO_0007038.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006339/harmonised/30053915-GCST006339-EFO_0007038.h.tsv.gz-meta.yaml	206427412	835	86e56f2cf6dda1fe7adad79c52d450d40c7a8c662b1286553d48309f127ae6ff		case_control_decile_3
GCST006354	30053915	Anti-hepatitis B virus surface antigen (HBs) IgG levels	quantitative	508	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006354/harmonised/30053915-GCST006354-EFO_0009358.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006354/harmonised/30053915-GCST006354-EFO_0009358.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006354/harmonised/30053915-GCST006354-EFO_0009358.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006354/harmonised/30053915-GCST006354-EFO_0009358.h.tsv.gz-meta.yaml	191929893	819	dc1e8b0d419b37349ed357e81e90565d350005935c6992de18c8831af2332701		quant_decile_3
GCST006464	30093612	Endometrial cancer	case-control	121885	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006464/harmonised/30093612-GCST006464-EFO_1001512.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST006001-GCST007000/GCST006464/harmonised/30093612-GCST006464-EFO_1001512.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006464/harmonised/30093612-GCST006464-EFO_1001512.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST006001-GCST007000/GCST006464/harmonised/30093612-GCST006464-EFO_1001512.h.tsv.gz-meta.yaml	420167356	784	dd7a0c5483b334ba12dca3e310ceadba56b63ab83821a48a38a26b0d0d044d1d		case_control_decile_6
GCST009980	31969693	Major depressive disorder in trauma exposed individuals	case-control	24094	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009980/harmonised/31969693-GCST009980-EFO_0010703.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST009001-GCST010000/GCST009980/harmonised/31969693-GCST009980-EFO_0010703.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST009001-GCST010000/GCST009980/harmonised/31969693-GCST009980-EFO_0010703.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST009001-GCST010000/GCST009980/harmonised/31969693-GCST009980-EFO_0010703.h.tsv.gz-meta.yaml	546578868	1553	5dba0d2ee1f818c048a3ecae819467206b3c467d2833d47634626b5a8e06ed87		case_control_decile_8
GCST012487	26806518	Response to lithium treatment in bipolar disorder (continuous phenotype)	quantitative	2039	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST012001-GCST013000/GCST012487/harmonised/26806518-GCST012487-GO_0010226.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST012001-GCST013000/GCST012487/harmonised/26806518-GCST012487-GO_0010226.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST012001-GCST013000/GCST012487/harmonised/26806518-GCST012487-GO_0010226.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST012001-GCST013000/GCST012487/harmonised/26806518-GCST012487-GO_0010226.h.tsv.gz-meta.yaml	213487613	1529	340fd3f713dbacc98daf497d9356e6872fc839455270c68dab20c07c5c908ee4		quant_decile_4
GCST90000255	32558485	Severe COVID-19 infection with respiratory failure (analysis I)	case-control	3815	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000255/harmonised/32558485-GCST90000255-MONDO_0100096.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000255/harmonised/32558485-GCST90000255-MONDO_0100096.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000255/harmonised/32558485-GCST90000255-MONDO_0100096.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000255/harmonised/32558485-GCST90000255-MONDO_0100096.h.tsv.gz-meta.yaml	244450517	1135	e6b6c2ec99eca5b13dbeebafe75f470b9a96b71648d43afc4980d9d90f38969e		case_control_decile_3
GCST90000466	32641083	Fibroblast growth factor 19 levels	quantitative	982	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000466/harmonised/32641083-GCST90000466-EFO_0010782.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000466/harmonised/32641083-GCST90000466-EFO_0010782.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000466/harmonised/32641083-GCST90000466-EFO_0010782.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000466/harmonised/32641083-GCST90000466-EFO_0010782.h.tsv.gz-meta.yaml	243552059	1979	597c2c236a0acb342bd90174b33c13f8179ef591cc77f895d6e17c3b82ed9dc3		quant_decile_5
GCST90000503	32641083	Tumor necrosis factor ligand superfamily member 11 levels	quantitative	982	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000503/harmonised/32641083-GCST90000503-EFO_0010617.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000503/harmonised/32641083-GCST90000503-EFO_0010617.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000503/harmonised/32641083-GCST90000503-EFO_0010617.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90000001-GCST90001000/GCST90000503/harmonised/32641083-GCST90000503-EFO_0010617.h.tsv.gz-meta.yaml	243549779	2039	7881ee117eb9370e7fde74418490fdf71a4453e4aee3ec24e1c9b9a15b1dc792		quant_decile_4
GCST90006890	33204752	Chlamydia trachomatis PorB antibody levels	quantitative	273	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006890/harmonised/GCST90006890.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006890/harmonised/GCST90006890.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006890/harmonised/GCST90006890.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006890/harmonised/GCST90006890.h.tsv.gz-meta.yaml	221217778	1931	dd6d2650bcde57ce3cb8f7d05cfd873ac2921cf456b71f38db46e7aba8a1f0fd		quant_decile_4
GCST90006915	33204752	Helicobacter pylori UREA antibody levels	quantitative	2251	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006915/harmonised/GCST90006915.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006915/harmonised/GCST90006915.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006915/harmonised/GCST90006915.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006915/harmonised/GCST90006915.h.tsv.gz-meta.yaml	270802118	1638	c5739bc40ad07535111c7d9ee315e9b1d095511abc08a8ba41af6c96be5adb85		quant_decile_5
GCST90006918	33204752	Herpes simplex virus 1 mgG-1 antibody levels	quantitative	6199	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006918/harmonised/GCST90006918.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006918/harmonised/GCST90006918.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006918/harmonised/GCST90006918.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006918/harmonised/GCST90006918.h.tsv.gz-meta.yaml	276957525	1938	6c29ffd7148b8ba0408b9f504ee7c5292dd5b503cb006898278d73bbb46b4da8		quant_decile_6
GCST90006921	33204752	Anti-polyomavirus 2 IgG seropositivity	quantitative	8735	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006921/harmonised/GCST90006921.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006921/harmonised/GCST90006921.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006921/harmonised/GCST90006921.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90006001-GCST90007000/GCST90006921/harmonised/GCST90006921.h.tsv.gz-meta.yaml	288622279	1636	e520690de6731bdb10c0b421097f18d80c24e36b5d5e1c255909011a733a20d8		quant_decile_6
GCST90011767	33627673	Glaucoma (primary open-angle)	case-control	192702	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011767/harmonised/GCST90011767.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011767/harmonised/GCST90011767.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011767/harmonised/GCST90011767.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011767/harmonised/GCST90011767.h.tsv.gz-meta.yaml	260504745	803	e4cffad379761ec030b7fc99bf3f5f802d498cc8b218d4bfa18f3f685a9c00da		case_control_decile_4
GCST90011791	33575800	Paclitaxel drug response (AUC)	quantitative	77	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011791/harmonised/33575800-GCST90011791-GO_0097327.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011791/harmonised/33575800-GCST90011791-GO_0097327.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011791/harmonised/33575800-GCST90011791-GO_0097327.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011791/harmonised/33575800-GCST90011791-GO_0097327.h.tsv.gz-meta.yaml	230113774	940	a984c33ead6d6bf58c8271e0cb5f41516bab6f1424b279eaf0746b1466e64ea8		quant_decile_4
GCST90011810	32887889	Rectal cancer	case-control	412441	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011810/harmonised/32887889-GCST90011810-EFO_1000657.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90011001-GCST90012000/GCST90011810/harmonised/32887889-GCST90011810-EFO_1000657.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011810/harmonised/32887889-GCST90011810-EFO_1000657.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90011001-GCST90012000/GCST90011810/harmonised/32887889-GCST90011810-EFO_1000657.h.tsv.gz-meta.yaml	338197942	982	95b9d66da8fa7a70e145545eafe732a75b3d3a2c6888063a3579788ef44a1bff		case_control_decile_5
GCST90012011	33067605	TNF-related apoptosis-inducing ligand levels	quantitative	21758	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012011/harmonised/33067605-GCST90012011-EFO_0008300.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012011/harmonised/33067605-GCST90012011-EFO_0008300.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012011/harmonised/33067605-GCST90012011-EFO_0008300.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012011/harmonised/33067605-GCST90012011-EFO_0008300.h.tsv.gz-meta.yaml	541450300	817	2698340d57d47e5f7be9ad6a7eb18434b311d86376abee0725dbfc7e81a16751		quant_decile_9
GCST90012197	32915819	Trans-fatty acid levels (9-trans 12-cis octadecanoic acid C18:2n6tc)	quantitative	2776	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012197/harmonised/32915819-GCST90012197-EFO_0006821.h.tsv.gz-meta.yaml	12898103	876	203653bc11d0288f378201d30e024d1b5061f43ffd3d6625a9374c33362642a2		quant_decile_1
GCST90012794	33563987	Participation in an health questionnaire (not invited vs invited)	case-control	451097	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90012001-GCST90013000/GCST90012794/harmonised/33563987-GCST90012794-EFO_0010130.h.tsv.gz-meta.yaml	652098721	837	b90ec7d0901fc2de920d76d84d860daac70e968ec4aa02a6c3fee61e495f5128		case_control_decile_9
GCST90014428	33541459	Lifetime depression (mental health questionnaire)	case-control	261534	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014428/harmonised/GCST90014428.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014428/harmonised/GCST90014428.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014428/harmonised/GCST90014428.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014428/harmonised/GCST90014428.h.tsv.gz-meta.yaml	318471603	762	2b8cf5275d09f3a73bf0bcb6d16b68ec5dd59eee88cb9e100957fd7edd0f7c22		case_control_decile_5
GCST90014453	34278373	Polymyalgia rheumatica	case-control	324972	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014453/harmonised/GCST90014453.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014453/harmonised/GCST90014453.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014453/harmonised/GCST90014453.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014453/harmonised/GCST90014453.h.tsv.gz-meta.yaml	325247050	774	2861de4c60bb22480f05fdfa40e6fb8389bccac6de6a8c5363c0c840246c6082		case_control_decile_5
GCST90014458	34278373	Rheumatoid arthritis	case-control	330434	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014458/harmonised/GCST90014458.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90014001-GCST90015000/GCST90014458/harmonised/GCST90014458.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014458/harmonised/GCST90014458.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90014001-GCST90015000/GCST90014458/harmonised/GCST90014458.h.tsv.gz-meta.yaml	318297070	772	cd021852b84d22695a37a52985dfdff1e36d4637f7f6717f4a178662dc97ba6a		case_control_decile_4
GCST90016591	33106845	Chronic obstructive pulmonary disease x current smoker interaction (main effect)	case-control	200766	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016591/harmonised/33106845-GCST90016591-EFO_0000341.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90016001-GCST90017000/GCST90016591/harmonised/33106845-GCST90016591-EFO_0000341.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90016001-GCST90017000/GCST90016591/harmonised/33106845-GCST90016591-EFO_0000341.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90016001-GCST90017000/GCST90016591/harmonised/33106845-GCST90016591-EFO_0000341.h.tsv.gz-meta.yaml	353839328	778	af156ec7025bee9b05dee671703b9dfc64918b57e49c7e430426e65c084ab70b		case_control_decile_6
GCST90020194	35079123	Inferior Posterior lobe of cerebellar volume (including Crus II to IX hemispheric lobules)	quantitative	33251	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90020001-GCST90021000/GCST90020194/harmonised/35079123-GCST90020194-EFO_0020864.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90020001-GCST90021000/GCST90020194/harmonised/35079123-GCST90020194-EFO_0020864.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90020001-GCST90021000/GCST90020194/harmonised/35079123-GCST90020194-EFO_0020864.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90020001-GCST90021000/GCST90020194/harmonised/35079123-GCST90020194-EFO_0020864.h.tsv.gz-meta.yaml	169975887	3873	b41b6b52652d77a8d00257a6e31679553ef35470c6adba9177c620a1c98786a4		quant_decile_2
GCST90025959	34226706	C-reactive protein levels	quantitative	436939	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90025001-GCST90026000/GCST90025959/harmonised/34226706-GCST90025959-EFO_0004458.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90025001-GCST90026000/GCST90025959/harmonised/34226706-GCST90025959-EFO_0004458.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90025001-GCST90026000/GCST90025959/harmonised/34226706-GCST90025959-EFO_0004458.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90025001-GCST90026000/GCST90025959/harmonised/34226706-GCST90025959-EFO_0004458.h.tsv.gz-meta.yaml	184212829	799	2fbdf7fb01d82a708ac848c7cbb61a35d024abc10f799d009a468beadb57cb42		quant_decile_3
GCST90026404	33437986	Ceramide [N(25)S(20)] levels	quantitative	999	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026404/harmonised/GCST90026404.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026404/harmonised/GCST90026404.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90026001-GCST90027000/GCST90026404/harmonised/GCST90026404.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90026001-GCST90027000/GCST90026404/harmonised/GCST90026404.h.tsv.gz-meta.yaml	109903376	1169	bde4426e7f7d38f5fe25b9f4152eeff557788b28eda29b331979b829d7d52257		quant_decile_2
